,3fgl,3fgl-cls1,4fgldr1,4fgldr1-cls1,4fgldr2,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1
418,J0519.3+2746,bcu,J0519.6+2744,bcu,J0519.6+2744,bcu,J0519.6+2744,bcu,J0519.6+2744,bcu
419,J0519.5+0852,bcu,J0519.0+0851,bcu,J0519.0+0851,bcu,J0519.0+0851,bcu,J0519.0+0851,bcu
420,J0521.4-1740,fsrq,J0521.3-1734,fsrq,J0521.3-1734,fsrq,J0521.3-1734,fsrq,J0521.3-1734,fsrq
421,J0521.7+0103,bcu,J0521.6+0103,bll,J0521.6+0103,bll,J0521.6+0103,bll,J0521.6+0103,bll
422,J0521.7+2113,bll,J0521.7+2112,bll,J0521.7+2112,bll,J0521.7+2112,bll,J0521.7+2112,bll
423,J0521.9-3847,bcu,J0521.8-3848,bcu,J0521.8-3848,bcu,J0521.8-3848,bcu,J0521.8-3848,bcu
424,J0522.9-3628,BCU,J0522.9-3628,AGN,J0522.9-3628,AGN,J0522.9-3628,AGN,J0522.9-3628,AGN
425,J0525.3-4558,fsrq,J0525.4-4600,fsrq,J0525.4-4600,fsrq,J0525.4-4600,fsrq,J0525.4-4600,fsrq
426,J0525.6-6013,bcu,J0525.6-6013,bcu,J0525.6-6013,bcu,J0525.6-6013,bcu,J0525.6-6013,bcu
427,J0525.8-2014,bcu,J0525.6-2008,bcu,J0525.6-2008,bcu,J0525.6-2008,bll,J0525.6-2008,bll
428,J0526.0+4253,bcu,J0526.7+4254,snr,J0526.7+4254,snr,J0526.7+4254,snr,J0526.7+4254,snr
429,J0526.2-4829,fsrq,J0526.2-4830,fsrq,J0526.2-4830,fsrq,J0526.2-4830,fsrq,J0526.2-4830,fsrq
430,J0526.6+6321,bcu,J0526.1+6318,bcu,J0526.1+6318,bcu,J0526.1+6318,bcu,J0526.1+6318,bcu
431,J0529.1+0933,bcu,J0529.1+0935,bcu,J0529.1+0935,bcu,J0529.1+0935,bcu,J0529.1+0935,bcu
432,J0529.2-5917,bll,J0528.7-5920,bll,J0528.7-5920,bll,J0528.7-5920,bll,J0528.7-5920,bll
433,J0529.8-7242,bcu,J0529.3-7243,bcu,J0529.3-7243,bcu,J0529.3-7243,bcu,J0529.3-7243,bcu
434,J0530.8+1330,FSRQ,J0530.9+1332,FSRQ,J0530.9+1332,FSRQ,J0530.9+1332,FSRQ,J0530.9+1332,FSRQ
435,J0532.0-4827,BCU,J0532.0-4827,BLL,J0532.0-4827,BLL,J0532.0-4827,BLL,J0532.0-4827,BLL
436,J0532.7+0732,FSRQ,J0532.6+0732,FSRQ,J0532.6+0732,FSRQ,J0532.6+0732,FSRQ,J0532.6+0732,FSRQ
437,J0533.0-3939,bcu,J0532.8-3941,bcu,J0532.8-3941,bcu,J0532.8-3941,bcu,J0532.8-3941,bcu
438,J0533.2+4822,fsrq,J0533.3+4823,fsrq,J0533.3+4823,fsrq,J0533.3+4823,fsrq,J0533.3+4823,fsrq
439,J0533.6-8323,fsrq,J0532.9-8325,fsrq,J0532.9-8325,fsrq,J0532.9-8325,fsrq,J0532.9-8325,fsrq
440,J0534.0+6759,PSR,J0533.8+6800,PSR,J0533.8+6800,PSR,J0533.8+6800,MSP,J0533.8+6800,MSP
441,J0534.5+2201i,PWN,J0534.5+2201i,PWN,J0534.5+2201i,PWN,J0534.5+2201i,PWN,J0534.5+2201i,PWN
442,J0534.5+2201s,PWN,J0534.5+2201s,PWN,J0534.5+2201s,PWN,J0534.5+2201s,PWN,J0534.5+2201s,PWN
443,J0534.5+2201,PSR,J0534.5+2200,PSR,J0534.5+2200,PSR,J0534.5+2200,PSR,J0534.5+2200,PSR
444,J0535.6-2749,bcu,J0536.0-2754,bcu,J0536.0-2754,bcu,J0536.0-2754,bcu,J0536.0-2754,bcu
445,J0537.4-5717,bll,J0537.7-5717,bll,J0537.7-5717,bll,J0537.7-5717,bll,J0537.7-5717,bll
446,J0538.4-3909,bcu,J0538.2-3910,bcu,J0538.2-3910,bll,J0538.2-3910,bll,J0538.2-3910,bll
447,J0538.8-4405,BLL,J0538.8-4405,BLL,J0538.8-4405,BLL,J0538.8-4405,BLL,J0538.8-4405,BLL
448,J0539.8+1434,fsrq,J0539.6+1432,FSRQ,J0539.6+1432,FSRQ,J0539.6+1432,FSRQ,J0539.6+1432,FSRQ
449,J0540.0-2837,fsrq,J0539.9-2839,fsrq,J0539.9-2839,fsrq,J0539.9-2839,fsrq,J0539.9-2839,fsrq
450,J0540.3+2756e,SNR,J0540.3+2756e,SNR,J0540.3+2756e,SNR,J0540.3+2756e,SNR,J0540.3+2756e,SNR
451,J0540.4+5823,bll,J0540.5+5823,bll,J0540.5+5823,bll,J0540.5+5823,bll,J0540.5+5823,bll
452,J0540.5-5416,fsrq,J0540.8-5415,fsrq,J0540.8-5415,fsrq,J0540.8-5415,fsrq,J0540.8-5415,fsrq
453,J0542.5-0907c,bcu,J0542.9-0913,bcu,J0542.9-0913,bcu,J0542.9-0913,bcu,J0542.9-0913,bcu
454,J0543.9-5531,bll,J0543.9-5531,bll,J0543.9-5531,bll,J0543.9-5531,bll,J0543.9-5531,bll
455,J0550.6-3217,bll,J0550.5-3216,bll,J0550.5-3216,bll,J0550.5-3216,bll,J0550.5-3216,bll
456,J0553.5-2036,bcu,J0553.5-2034,bll,J0553.5-2034,bll,J0553.5-2034,bll,J0553.5-2034,bll
457,J0554.1+3104,PSR,J0554.1+3107,PSR,J0554.1+3107,PSR,J0554.1+3107,PSR,J0554.1+3107,PSR
458,J0556.0-4353,bll,J0556.2-4352,bll,J0556.2-4352,bll,J0556.2-4352,bll,J0556.2-4352,bll
459,J0558.1-3838,bll,J0558.0-3837,bll,J0558.0-3837,bll,J0558.0-3837,bll,J0558.0-3837,bll
460,J0558.6-7459,bll,J0558.8-7459,bll,J0558.8-7459,bll,J0558.8-7459,bll,J0558.8-7459,bll
461,J0600.9-3943,fsrq,J0600.6-3939,fsrq,J0600.6-3939,fsrq,J0600.6-3939,fsrq,J0600.6-3939,fsrq
462,J0601.0+3837,bll,J0601.0+3838,bll,J0601.0+3838,bll,J0601.0+3838,bll,J0601.0+3838,bll
463,J0601.2-7036,fsrq,J0601.1-7035,fsrq,J0601.1-7035,fsrq,J0601.1-7035,fsrq,J0601.1-7035,fsrq
464,J0602.2+5314,bcu,J0602.0+5315,bcu,J0602.0+5315,bll,J0602.0+5315,bll,J0602.0+5315,bll
465,J0603.8+2155,bcu,J0603.9+2159,bcu,J0603.9+2159,bcu,J0603.9+2159,bcu,J0603.9+2159,bcu
466,J0604.1-4817,bll,J0604.1-4816,bll,J0604.1-4816,bll,J0604.1-4816,bll,J0604.1-4816,bll
467,J0604.7-4849,bcu,J0604.5-4851,bcu,J0604.5-4851,bcu,J0604.5-4851,bcu,J0604.5-4851,bcu
468,J0605.0+3756,PSR,J0605.1+3757,PSR,J0605.1+3757,PSR,J0605.1+3757,MSP,J0605.1+3757,MSP
469,J0606.4-4729,bcu,J0606.5-4730,bcu,J0606.5-4730,bcu,J0606.5-4730,bcu,J0606.5-4730,bcu
470,J0607.4+4739,bll,J0607.4+4739,bll,J0607.4+4739,bll,J0607.4+4739,bll,J0607.4+4739,bll
471,J0608.0-0835,fsrq,J0608.0-0835,fsrq,J0608.0-0835,fsrq,J0608.0-0835,fsrq,J0608.0-0835,fsrq
472,J0608.1-1522,fsrq,J0608.1-1521,fsrq,J0608.1-1521,fsrq,J0608.1-1521,fsrq,J0608.1-1521,fsrq
473,J0609.4-0248,bll,J0609.2-0247,bll,J0609.2-0247,bll,J0609.2-0247,bll,J0609.2-0247,bll
474,J0610.2-2059,PSR,J0610.2-2100,PSR,J0610.2-2100,PSR,J0610.2-2100,MSP,J0610.2-2100,MSP
475,J0611.1-6100,fsrq,J0610.9-6054,fsrq,J0610.9-6054,fsrq,J0610.9-6054,fsrq,J0610.9-6054,fsrq
476,J0611.2+4323,bcu,J0611.1+4325,bcu,J0611.1+4325,bcu,J0611.1+4325,bcu,J0611.1+4325,bcu
477,J0611.7+2759,bcu,J0611.6+2803,bll,J0611.6+2803,bll,J0611.6+2803,bll,J0611.6+2803,bll
478,J0612.8+4122,bll,J0612.8+4122,bll,J0612.8+4122,bll,J0612.8+4122,bll,J0612.8+4122,bll
479,J0613.8-0201,PSR,J0613.7-0201,PSR,J0613.7-0201,PSR,J0613.7-0201,MSP,J0613.7-0201,MSP
480,J0614.1-3329,PSR,J0614.1-3329,PSR,J0614.1-3329,PSR,J0614.1-3329,MSP,J0614.1-3329,MSP
481,J0615.4-3116,bll,J0615.3-3117,bll,J0615.3-3117,bll,J0615.3-3117,bll,J0615.3-3117,bll
482,J0617.2+5701,bll,J0617.2+5701,bll,J0617.2+5701,bll,J0617.2+5701,bll,J0617.2+5701,bll
483,J0617.2+2234e,SNR,J0617.2+2234e,SNR,J0617.2+2234e,SNR,J0617.2+2234e,SNR,J0617.2+2234e,SNR
484,J0617.6-1717,bll,J0617.7-1715,bll,J0617.7-1715,bll,J0617.7-1715,bll,J0617.7-1715,bll
485,J0618.0+7819,fsrq,J0618.1+7819,sbg,J0618.1+7819,sbg,J0618.1+7819,sbg,J0618.1+7819,sbg
486,J0618.2-2429,bcu,J0618.1-2428,fsrq,J0618.1-2428,fsrq,J0618.1-2428,fsrq,J0618.1-2428,fsrq
487,J0620.4+2644,bcu,J0620.7+2643,bcu,J0620.7+2643,bcu,J0620.7+2643,bll,J0620.7+2643,bll
488,J0621.0+2514,PSR,J0621.2+2512,PSR,J0621.2+2512,PSR,J0621.2+2512,MSP,J0621.2+2512,MSP
489,J0622.2+3747,PSR,J0622.2+3749,PSR,J0622.2+3749,PSR,J0622.2+3749,PSR,J0622.2+3749,PSR
490,J0622.4-2606,bll,J0622.3-2605,bll,J0622.3-2605,bll,J0622.3-2605,bll,J0622.3-2605,bll
491,J0622.9+3326,BCU,J0622.9+3326,BCU,J0622.9+3326,BCU,J0622.9+3326,BCU,J0622.9+3326,BCU
492,J0623.3+3043,bcu,J0623.2+3044,bll,J0623.2+3044,bll,J0623.2+3044,bll,J0623.2+3044,bll
493,J0625.2+4440,bll,J0625.3+4439,bll,J0625.3+4439,bll,J0625.3+4439,bll,J0625.3+4439,bll
494,J0626.0-5436,fsrq,J0625.8-5441,fsrq,J0625.8-5441,fsrq,J0625.8-5441,fsrq,J0625.8-5441,fsrq
495,J0626.6-4259,bcu,J0626.4-4259,bll,J0626.4-4259,bll,J0626.4-4259,bll,J0626.4-4259,bll
496,J0627.0-3529,rdg,J0627.0-3529,rdg,J0627.0-3529,rdg,J0627.0-3529,rdg,J0627.0-3529,rdg
497,J0629.0-6248,bll,J0628.8-6250,bll,J0628.8-6250,bll,J0628.8-6250,bll,J0628.8-6250,bll
498,J0629.4-1959,bll,J0629.3-1959,bll,J0629.3-1959,bll,J0629.3-1959,bll,J0629.3-1959,bll
499,J0630.3+6906,bcu,J0628.6+6900,bcu,J0628.6+6900,bcu,J0628.6+6900,bcu,J0628.6+6900,bcu
500,J0630.9-2406,bll,J0630.9-2406,bll,J0630.9-2406,bll,J0630.9-2406,bll,J0630.9-2406,bll
501,J0631.2+2019,bcu,J0631.1+2020,bcu,J0631.1+2020,bcu,J0631.1+2020,bcu,J0631.1+2020,bcu
502,J0631.5+1036,PSR,J0631.5+1036,PSR,J0631.5+1036,PSR,J0631.5+1036,PSR,J0631.5+1036,PSR
503,J0633.7+0632,PSR,J0633.7+0632,PSR,J0633.7+0632,PSR,J0633.7+0632,PSR,J0633.7+0632,PSR
504,J0633.9+1746,PSR,J0633.9+1746,PSR,J0633.9+1746,PSR,J0633.9+1746,PSR,J0633.9+1746,PSR
505,J0634.7-2334,fsrq,J0634.9-2335,fsrq,J0634.9-2335,fsrq,J0634.9-2335,fsrq,J0634.9-2335,fsrq
506,J0635.7-7517,fsrq,J0635.6-7518,fsrq,J0635.6-7518,fsrq,J0635.6-7518,fsrq,J0635.6-7518,fsrq
507,J0638.6+7324,fsrq,J0638.6+7320,fsrq,J0638.6+7320,fsrq,J0638.6+7320,fsrq,J0638.6+7320,fsrq
508,J0640.0-1252,bcu,J0640.0-1253,bll,J0640.0-1253,bll,J0640.0-1253,bll,J0640.0-1253,bll
509,J0641.8-0319,bcu,J0641.7-0320,FSRQ,J0641.7-0320,FSRQ,J0641.7-0320,FSRQ,J0641.7-0320,FSRQ
510,J0643.2+0859,fsrq,J0643.3+0857,fsrq,J0643.3+0857,fsrq,J0643.3+0857,fsrq,J0643.3+0857,fsrq
511,J0643.4-5358,bcu,J0643.2-5356,bcu,J0643.2-5356,bcu,J0643.2-5356,bcu,J0643.2-5356,bcu
512,J0644.3-6713,bcu,J0644.4-6712,bcu,J0644.4-6712,fsrq,J0644.4-6712,fsrq,J0644.4-6712,fsrq
513,J0644.6-2853,bcu,J0644.6-2853,bcu,J0644.6-2853,bcu,J0644.6-2853,bcu,J0644.6-2853,bcu
514,J0645.9-3914,fsrq,J0646.7-3913,fsrq,J0646.7-3913,fsrq,J0646.7-3913,fsrq,J0646.7-3913,fsrq
515,J0646.4-5452,bcu,J0646.4-5455,bcu,J0646.4-5455,psr,J0646.4-5455,msp,J0646.4-5455,msp
516,J0647.0-5134,bcu,J0647.0-5138,bcu,J0647.0-5138,bcu,J0647.0-5138,bll,J0647.0-5138,bll
517,J0647.1-4415,bcu,J0647.7-4418,hmb,J0647.7-4418,bcu,J0647.7-4418,bcu,J0647.7-4418,bcu
518,J0647.6-6058,bcu,J0647.7-6058,bcu,J0647.7-6058,bll,J0647.7-6058,bll,J0647.7-6058,bll
519,J0648.1+1606,bcu,J0648.1+1605,bcu,J0648.1+1605,bcu,J0648.1+1605,bcu,J0648.1+1605,bcu
520,J0648.1-3045,fsrq,J0648.0-3045,fsrq,J0648.0-3045,fsrq,J0648.0-3045,fsrq,J0648.0-3045,fsrq
521,J0648.8+1516,bll,J0648.7+1516,bll,J0648.7+1516,bll,J0648.7+1516,bll,J0648.7+1516,bll
522,J0648.8-1740,fsrq,J0648.4-1743,fsrq,J0648.4-1743,fsrq,J0648.4-1743,fsrq,J0648.4-1744,fsrq
523,J0649.6-3138,bcu,J0649.5-3139,bll,J0649.5-3139,bll,J0649.5-3139,bll,J0649.5-3139,bll
524,J0650.4-1636,bcu,J0650.2-1636,bcu,J0650.2-1636,bcu,J0650.2-1636,bcu,J0650.2-1636,bcu
525,J0650.5+2055,bcu,J0650.6+2055,unk,J0650.6+2055,unk,J0650.6+2055,unk,J0650.6+2055,unk
526,J0650.7+2503,bll,J0650.7+2503,bll,J0650.7+2503,bll,J0650.7+2503,bll,J0650.7+2503,bll
527,J0651.3+4014,bcu,J0651.0+4013,bcu,J0651.0+4013,bcu,J0651.0+4013,bll,J0651.0+4013,bll
528,J0652.0-4808,bcu,J0652.1-4813,bcu,J0652.1-4813,bcu,J0652.1-4813,bll,J0652.1-4813,bll
529,J0653.6+2817,bcu,J0653.7+2815,bll,J0653.7+2815,bll,J0653.7+2815,bll,J0653.7+2815,bll
530,J0654.4+4514,FSRQ,J0654.4+4514,FSRQ,J0654.4+4514,FSRQ,J0654.4+4514,FSRQ,J0654.4+4514,FSRQ
531,J0654.4+5042,fsrq,J0654.3+5042,fsrq,J0654.3+5042,fsrq,J0654.3+5042,fsrq,J0654.3+5042,fsrq
532,J0654.5+0926,bcu,J0654.3+0923,bcu,J0654.3+0923,bcu,J0654.3+0923,bcu,J0654.3+0923,bcu
533,J0656.2-0323,fsrq,J0656.3-0322,fsrq,J0656.3-0322,fsrq,J0656.3-0322,fsrq,J0656.3-0322,fsrq
534,J0656.4+4232,bll,J0656.3+4235,bll,J0656.3+4235,bll,J0656.3+4235,bll,J0656.3+4235,bll
535,J0658.3-5832,bcu,J0658.1-5840,bcu,J0658.1-5840,bcu,J0658.1-5840,bcu,J0658.1-5840,bcu
536,J0658.6+0636,bcu,J0658.6+0636,bcu,J0658.6+0636,bcu,J0658.6+0636,bcu,J0658.6+0636,bcu
537,J0659.5+1414,PSR,J0659.7+1416,PSR,J0659.7+1416,PSR,J0659.7+1416,PSR,J0659.7+1416,PSR
538,J0700.0+1709,bcu,J0659.9+1709,fsrq,J0659.9+1709,fsrq,J0659.9+1709,fsrq,J0659.9+1709,fsrq
539,J0700.2+1304,bcu,J0700.2+1304,bll,J0700.2+1304,bll,J0700.2+1304,bll,J0700.2+1304,bll
540,J0700.3-6310,bcu,J0700.1-6311,bcu,J0700.1-6311,bcu,J0700.1-6311,bcu,J0700.1-6311,bcu
541,J0700.6-6610,bll,J0700.5-6610,bll,J0700.5-6610,bll,J0700.5-6610,bll,J0700.5-6610,bll
542,J0701.4-4634,fsrq,J0701.5-4634,fsrq,J0701.5-4634,fsrq,J0701.5-4634,fsrq,J0701.5-4634,fsrq
543,J0702.7-1952,bll,J0702.7-1951,bll,J0702.7-1951,bll,J0702.7-1951,bll,J0702.7-1951,bll
544,J0703.4-3914,bcu,J0703.2-3914,bll,J0703.2-3914,bll,J0703.2-3914,bll,J0703.2-3914,bll
545,J0706.1-4849,bcu,J0705.7-4848,bcu,J0705.7-4848,bcu,J0705.7-4848,bcu,J0705.7-4848,bcu
546,J0706.5+3744,bll,J0706.5+3744,bll,J0706.5+3744,bll,J0706.5+3744,bll,J0706.5+3744,bll
547,J0707.0+7741,bll,J0706.8+7742,bll,J0706.8+7742,bll,J0706.8+7742,bll,J0706.8+7742,bll
548,J0707.2+6101,bll,J0706.9+6109,bll,J0706.9+6109,bll,J0706.9+6109,bll,J0706.9+6109,bll
549,J0708.9+2239,bcu,J0709.1+2241,bll,J0709.1+2241,bll,J0709.1+2241,bll,J0709.1+2241,bll
550,J0709.7-0256,bll,J0709.7-0255,fsrq,J0709.7-0255,fsrq,J0709.7-0255,fsrq,J0709.7-0255,fsrq
551,J0710.3+5908,bll,J0710.4+5908,bll,J0710.4+5908,bll,J0710.4+5908,bll,J0710.4+5908,bll
552,J0710.5+4732,bll,J0710.9+4733,bll,J0710.9+4733,bll,J0710.9+4733,bll,J0710.9+4733,bll
553,J0712.6+5033,bll,J0712.7+5033,bll,J0712.7+5033,bll,J0712.7+5033,bll,J0712.7+5033,bll
554,J0713.9+1933,fsrq,J0713.8+1935,fsrq,J0713.8+1935,fsrq,J0713.8+1935,fsrq,J0713.8+1935,fsrq
555,J0718.7-4319,bll,J0718.6-4319,bll,J0718.6-4319,bll,J0718.6-4319,bll,J0718.6-4319,bll
556,J0719.3+3307,fsrq,J0719.3+3307,fsrq,J0719.3+3307,fsrq,J0719.3+3307,fsrq,J0719.3+3307,fsrq
557,J0720.0-4010,bcu,J0719.7-4012,bll,J0719.7-4012,bll,J0719.7-4012,bll,J0719.7-4012,bll
558,J0721.4+0404,fsrq,J0721.3+0405,fsrq,J0721.3+0405,fsrq,J0721.3+0405,fsrq,J0721.3+0405,fsrq
559,J0721.9+7120,BLL,J0721.9+7120,BLL,J0721.9+7120,BLL,J0721.9+7120,BLL,J0721.9+7120,BLL
560,J0723.2-0728,bcu,J0723.0-0732,bll,J0723.0-0732,bll,J0723.0-0732,bll,J0723.0-0732,bll
561,J0723.7+2050,bcu,J0723.7+2050,bcu,J0723.7+2050,bll,J0723.7+2050,bll,J0723.7+2050,bll
562,J0724.1+2857,fsrq,J0723.5+2900,fsrq,J0723.5+2900,fsrq,J0723.5+2900,fsrq,J0723.5+2900,fsrq
563,J0725.2+1425,FSRQ,J0725.2+1425,FSRQ,J0725.2+1425,FSRQ,J0725.2+1425,FSRQ,J0725.2+1425,FSRQ
564,J0725.8-0054,bcu,J0725.8-0054,bcu,J0725.8-0054,bcu,J0725.8-0054,bcu,J0725.8-0054,bcu
565,J0726.6-4727,fsrq,J0726.4-4727,fsrq,J0726.4-4727,fsrq,J0726.4-4727,fsrq,J0726.4-4727,fsrq
566,J0728.0+4828,bcu,J0728.2+4827,bll,J0728.2+4827,bll,J0728.2+4827,bll,J0728.2+4827,bll
567,J0729.5-3127,bcu,J0729.1-3131,bcu,J0729.1-3131,bcu,J0729.1-3131,bcu,J0729.1-3131,bcu
568,J0729.7-1448,PSR,J0729.3-1445,PSR,J0729.3-1445,PSR,J0729.3-1445,PSR,J0729.3-1445,PSR
569,J0730.2-1141,fsrq,J0730.3-1141,fsrq,J0730.3-1141,fsrq,J0730.3-1141,fsrq,J0730.3-1141,fsrq
570,J0730.5+3307,bll,J0730.4+3308,bll,J0730.4+3308,bll,J0730.4+3308,bll,J0730.4+3308,bll
571,J0730.5-0537,bcu,J0730.5-0535,bll,J0730.5-0535,bll,J0730.5-0535,bll,J0730.5-0535,bll
572,J0730.5-6606,bcu,J0730.7-6602,bll,J0730.7-6602,bll,J0730.7-6602,bll,J0730.7-6602,bll
573,J0732.2-4638,bcu,J0732.7-4638,bcu,J0732.7-4638,bcu,J0732.7-4638,bcu,J0732.7-4638,bcu
574,J0733.5+5153,bcu,J0733.4+5152,bcu,J0733.4+5152,bcu,J0733.4+5152,bcu,J0733.4+5152,bcu
575,J0733.8+5021,fsrq,J0734.0+5021,fsrq,J0734.0+5021,fsrq,J0734.0+5021,fsrq,J0734.0+5021,fsrq
576,J0733.8+4108,bll,J0733.7+4110,bll,J0733.7+4110,bll,J0733.7+4110,bll,J0733.7+4110,bll
577,J0734.3-7709,bcu,J0734.4-7711,fsrq,J0734.4-7711,bcu,J0734.4-7711,bcu,J0734.4-7711,bcu
578,J0734.7-1558,PSR,J0734.7-1559,PSR,J0734.7-1559,PSR,J0734.7-1559,PSR,J0734.7-1559,PSR
579,J0738.1+1741,bll,J0738.1+1742,bll,J0738.1+1742,bll,J0738.1+1742,bll,J0738.1+1742,bll
580,J0739.4+0137,fsrq,J0739.2+0137,fsrq,J0739.2+0137,fsrq,J0739.2+0137,fsrq,J0739.2+0137,fsrq
581,J0740.8+6621,PSR,J0741.0+6618,PSR,J0741.0+6618,PSR,J0741.0+6618,MSP,J0741.0+6618,MSP
582,J0742.6+5444,fsrq,J0742.6+5443,fsrq,J0742.6+5443,fsrq,J0742.6+5443,fsrq,J0742.6+5443,fsrq
583,J0742.6-5623,fsrq,J0743.0-5622,fsrq,J0743.0-5622,fsrq,J0743.0-5622,fsrq,J0743.0-5622,fsrq
584,J0742.7-2824,PSR,J0742.8-2822,PSR,J0742.8-2822,PSR,J0742.8-2822,PSR,J0742.8-2822,PSR
585,J0744.3+7434,bll,J0744.1+7434,bll,J0744.1+7434,bll,J0744.1+7434,bll,J0744.1+7434,bll
586,J0746.4+2540,fsrq,J0746.4+2546,fsrq,J0746.4+2546,fsrq,J0746.4+2546,fsrq,J0746.4+2546,fsrq
587,J0746.6-0706,bcu,J0746.5-0710,bcu,J0746.5-0710,bcu,J0746.5-0710,bcu,J0746.5-0710,bcu
588,J0746.6-4756,bcu,J0746.6-4754,bll,J0746.6-4754,bll,J0746.6-4754,bll,J0746.6-4754,bll
589,J0746.9+8511,bcu,J0748.3+8511,bcu,J0748.3+8511,bcu,J0748.3+8511,bcu,J0748.3+8511,bcu
590,J0747.2-3311,bcu,J0747.3-3310,bll,J0747.3-3310,bll,J0747.3-3310,bll,J0747.3-3310,bll
591,J0747.4+0904,bll,J0747.5+0905,bll,J0747.5+0905,bll,J0747.5+0905,bll,J0747.5+0905,bll
592,J0748.0-1639,bcu,J0748.0-1638,bcu,J0748.0-1638,bcu,J0748.0-1638,bcu,J0748.0-1638,bcu
593,J0748.3+2401,fsrq,J0748.6+2400,fsrq,J0748.6+2400,fsrq,J0748.6+2400,fsrq,J0748.6+2400,fsrq
594,J0748.5+7910,bcu,J0751.0+7908,bcu,J0751.0+7908,bcu,J0751.0+7908,bcu,J0751.0+7908,bcu
595,J0748.8+4929,bcu,J0748.3+4928,bcu,J0748.3+4928,bll,J0748.3+4928,bll,J0748.3+4928,bll
596,J0749.4+1059,bcu,J0749.4+1058,bcu,J0749.4+1058,bcu,J0749.4+1058,bll,J0749.4+1058,bll
597,J0750.6+1232,fsrq,J0750.8+1229,fsrq,J0750.8+1229,fsrq,J0750.8+1229,fsrq,J0750.8+1229,fsrq
598,J0751.2+1806,PSR,J0751.2+1808,PSR,J0751.2+1808,PSR,J0751.2+1808,MSP,J0751.2+1808,MSP
599,J0753.1+5353,bll,J0753.0+5353,bll,J0753.0+5353,bll,J0753.0+5353,bll,J0753.0+5353,bll
600,J0754.4-1148,bll,J0754.4-1148,bll,J0754.4-1148,bll,J0754.4-1148,bll,J0754.4-1148,bll
601,J0754.8+4824,bll,J0754.7+4823,bll,J0754.7+4823,bll,J0754.7+4823,bll,J0754.7+4823,bll
602,J0756.3-6433,bcu,J0756.3-6431,bll,J0756.3-6431,bll,J0756.3-6431,bll,J0756.3-6431,bll
603,J0757.0+0956,bll,J0757.1+0956,bll,J0757.1+0956,bll,J0757.1+0956,bll,J0757.1+0956,bll
604,J0758.1+1130,fsrq,J0758.1+1134,fsrq,J0758.1+1134,fsrq,J0758.1+1134,fsrq,J0758.1+1134,fsrq
605,J0758.7+3747,rdg,J0758.7+3746,rdg,J0758.7+3746,rdg,J0758.7+3746,rdg,J0758.7+3746,rdg
606,J0758.9+2705,bll,J0758.9+2703,bll,J0758.9+2703,bll,J0758.9+2703,bll,J0758.9+2703,bll
607,J0800.9+4401,bll,J0800.9+4401,bll,J0800.9+4401,bll,J0800.9+4401,bll,J0800.9+4401,bll
608,J0802.0+1005,bll,J0802.0+1006,bll,J0802.0+1006,bll,J0802.0+1006,bll,J0802.0+1006,bll
609,J0803.3-0339,bcu,J0803.2-0337,fsrq,J0803.2-0337,fsrq,J0803.2-0337,fsrq,J0803.2-0337,fsrq
610,J0804.0-3629,bcu,J0804.0-3629,bll,J0804.0-3629,bll,J0804.0-3629,bll,J0804.0-3629,bll
611,J0804.4+0418,bcu,J0804.5+0414,bcu,J0804.5+0414,bcu,J0804.5+0414,bcu,J0804.5+0414,bcu
612,J0805.0-0622,bcu,J0804.9-0624,bcu,J0804.9-0624,bcu,J0804.9-0624,bcu,J0804.9-0624,bcu
613,J0805.2-0112,fsrq,J0805.2-0110,fsrq,J0805.2-0110,fsrq,J0805.2-0110,fsrq,J0805.2-0110,fsrq
614,J0805.4+7534,bll,J0805.4+7534,bll,J0805.4+7534,bll,J0805.4+7534,bll,J0805.4+7534,bll
615,J0805.4+6144,fsrq,J0805.4+6147,fsrq,J0805.4+6147,fsrq,J0805.4+6147,fsrq,J0805.4+6147,fsrq
616,J0806.6+5933,bll,J0806.5+5930,bll,J0806.5+5930,bll,J0806.5+5930,bll,J0806.5+5930,bll
617,J0807.1-0541,bll,J0807.1-0541,bll,J0807.1-0541,bll,J0807.1-0541,bll,J0807.1-0541,bll
618,J0807.1+7744,bcu,J0805.1+7744,bcu,J0805.1+7744,bcu,J0805.1+7744,bcu,J0805.1+7744,bcu
619,J0807.9+4946,fsrq,J0808.5+4950,fsrq,J0808.5+4950,fsrq,J0808.5+4950,fsrq,J0808.5+4950,fsrq
620,J0808.2-0751,fsrq,J0808.2-0751,fsrq,J0808.2-0751,fsrq,J0808.2-0751,fsrq,J0808.2-0751,fsrq
621,J0809.5+4045,fsrq,J0809.3+4053,fsrq,J0809.3+4053,fsrq,J0809.3+4053,fsrq,J0809.3+4053,fsrq
622,J0809.5+5342,fsrq,J0809.5+5341,fsrq,J0809.5+5341,fsrq,J0809.5+5341,fsrq,J0809.5+5341,fsrq
623,J0809.6+3456,bll,J0809.6+3455,bll,J0809.6+3455,bll,J0809.6+3455,bll,J0809.6+3455,bll
624,J0809.8+5218,bll,J0809.8+5218,BLL,J0809.8+5218,BLL,J0809.8+5218,BLL,J0809.8+5218,BLL
625,J0811.2-7529,bll,J0811.0-7529,bll,J0811.0-7529,bll,J0811.0-7529,bll,J0811.0-7529,bll
