,3FGL,CLASS1-3FGL,3FGL-BSL,3FGL-1FGL,3FGL-2FGL
2058,J1649.4+5238,bll,,J1649.6+5241,J1649.6+5238
2059,J1649.6-3007,,,,J1649.2-3004
2060,J1650.0-4438c,,,,
2061,J1650.0+0356,,,,
2062,J1650.2-5044,bcu,,J1650.4-5042,J1650.1-5044
2063,J1650.3-4600,,,J1651.5-4602c,J1650.6-4603c
2064,J1650.8+0830,fsrq,,,J1650.8+0830
2065,J1651.5-4626,,,,
2066,J1651.6+7219,bll,,,
2067,J1652.2-4649,,,,
2068,J1652.8-4351,,,J1652.8-4350c,J1652.5-4351c
2069,J1653.6-0158,,J1653.4-0200,J1653.6-0158,J1653.6-0159
2070,J1653.9+3945,BLL,J1653.9+3946,J1653.9+3945,J1653.9+3945
2071,J1654.0-4617,,,,
2072,J1654.3-4907,,,,
2073,J1655.1-4644,,,,
2074,J1655.1-3954,,,,
2075,J1655.5-4748,,,,
2076,J1655.7-4712,,,,
2077,J1656.0+2044,bcu,,,
2078,J1656.2-3303,fsrq,,J1656.2-3257,J1656.1-3256
2079,J1656.8-2010,bcu,,,J1656.9-2008
2080,J1656.9-3919c,,,,
2081,J1656.9+6008,fsrq,,J1656.9+6017,J1656.5+6012
2082,J1657.6-4653,,,,J1657.5-4652
2083,J1657.7+4807,fsrq,,,J1657.9+4809
2084,J1658.3+6149,bll,,,
2085,J1658.4-5323,PSR,,J1658.8-5317,J1658.4-5322
2086,J1659.0-0142,,,,J1659.2-0142
2087,J1659.4+2631,fsrq,,,
2088,J1659.7-3132,bcu,,,
2089,J1700.1+6829,fsrq,,J1700.1+6830,J1700.2+6831
2090,J1700.4-4019c,,,,
2091,J1701.1-4930,,,,
2092,J1701.2-3006,glc,,J1701.1-3005,J1701.2-3007
2093,J1701.3-5216,,,,
2094,J1701.4-4654,,,,
2095,J1702.0-5414,,,,
2096,J1702.1-2524,,,,
2097,J1702.1-4623,,,,
2098,J1702.6+3116,bll,,,
2099,J1702.8-5656,,,J1702.4-5653,J1702.5-5654
2100,J1703.6-6211,fsrq,,J1702.7-6217,
2101,J1703.6-2850,,,,
2102,J1703.9-4843,,,,
2103,J1704.0+7646,bcu,,,
2104,J1704.1+1234,,,,J1704.3+1235
2105,J1704.4-0528,,,,J1704.6-0529
2106,J1705.5+0948,,,,
2107,J1705.5+7134,bll,,,
2108,J1705.5-4128c,,,,
2109,J1707.8+5626,,,,
2110,J1709.4-0917,,,,
2111,J1709.5-0335,,,J1709.1-0343,J1710.0-0323
2112,J1709.6+4318,fsrq,,J1709.6+4320,J1709.7+4319
2113,J1709.7-4429,PSR,J1709.7-4428,J1709.7-4429,J1709.7-4429
2114,J1709.9+4624,,,,
2115,J1710.6-4317,,,,
2116,J1711.5-5029,bcu,,,
2117,J1711.6+8846,bcu,,,
2118,J1712.6+2932,bll,,,
2119,J1713.5-3945e,SNR,,J1711.7-3944c,J1712.4-3941
2120,J1714.0+0748,PSR,,J1713.9+0750,J1714.0+0751
2121,J1714.1-2029,bcu,,,
2122,J1714.5-3832,snr,J1714.7-3827,J1714.5-3830c,J1714.5-3829
2123,J1714.6-3327,,,J1715.2-3319,
2124,J1715.4-4028,,,,J1715.4-4024c
2125,J1715.7+6837,fsrq,,,J1714.8+6836
2126,J1716.6-2812,glc,,,J1717.3-2809
2127,J1716.7-8112,bcu,,,
2128,J1717.4-5157,fsrq,,,
2129,J1717.6-5802,psr,,,J1717.5-5802
2130,J1717.6-4404,,,,
2131,J1717.8-3342,bll,,J1717.9-3343,J1717.7-3342
2132,J1718.0-3726,snr,,J1717.9-3729c,J1718.1-3725
2133,J1718.1-3056,bcu,,,J1718.4-3056
2134,J1718.1-3825,PSR,,J1718.2-3825,J1718.3-3827
2135,J1719.2+1744,bll,J1719.3+1746,J1719.2+1745,J1719.3+1744
2136,J1719.2-2433,,,,
2137,J1719.3+1206,bcu,,,
2138,J1720.3-0428,,,,
2139,J1720.7+0711,,,J1721.1+0713,J1721.0+0711
2140,J1721.4-5253,,,,
2141,J1721.8-3919,,,,
2142,J1722.7+6104,fsrq,,,
2143,J1722.7-0415,,,J1722.4-0421,J1722.5-0420
2144,J1722.7+1014,fsrq,,J1722.5+1012,J1722.7+1013
2145,J1722.9-4529,spp,,,
2146,J1723.5-5609,bcu,,,
2147,J1723.6-3646,,,,
2148,J1723.7-7713,bcu,,,J1725.1-7714
2149,J1723.9+4004,fsrq,,J1724.0+4002,J1724.0+4003
2150,J1725.0-0513,,,J1725.2-0509,J1724.9-0508c
2151,J1725.0+1152,bll,,J1725.0+1151,J1725.0+1151
2152,J1725.1-2832,spp,,J1725.5-2832,
2153,J1725.3+5853,bll,,J1725.5+5854,J1725.2+5853
2154,J1725.7-3555c,,,J1724.0-3611c,
2155,J1726.6-3530c,,,,
2156,J1727.1+4531,fsrq,,J1727.3+4525,J1727.1+4531
2157,J1727.4+0634,,,,J1727.6+0647
2158,J1727.6-0654,,,,J1727.1-0704
2159,J1727.7-2637,,,,
2160,J1728.0-4606,spp,,,J1727.3-4611
2161,J1728.0+1217,fsrq,,,J1727.9+1220
2162,J1728.0-6446,,,,
2163,J1728.3+5013,bll,,J1727.9+5010,J1728.2+5015
2164,J1728.5+0428,fsrq,,J1728.2+0431,J1728.2+0429
2165,J1729.0+6049,,,,
2166,J1729.5-2824,spp,,,
2167,J1729.7-2408,,,J1730.4-2406,J1730.6-2409
2168,J1729.9-0859,,,,J1729.5-0854
2169,J1730.5+0023,fsrq,,J1730.4+0008,J1730.7+0023
2170,J1730.6+3711,bll,,J1730.8+3716,J1731.3+3718
2171,J1730.6-0357,,,J1730.7-0352,J1730.6-0353
2172,J1731.8-3001,bll,,J1732.0-2957,J1731.8-3004
2173,J1731.9+5428,,,,J1730.8+5427
2174,J1732.4-2709,,,,J1731.9-2703c
2175,J1732.5-3130,PSR,,J1732.5-3131,J1732.5-3131
2176,J1732.5-5048,PSR,,,
2177,J1732.7+5914,,,,
2178,J1733.0-1305,FSRQ,,J1733.0-1308,J1733.1-1307
2179,J1733.5-2811,,,,J1733.4-2812c
2180,J1733.5-3941,,,,
2181,J1733.8-6056,,,,
2182,J1734.3+3858,fsrq,,J1734.4+3859,J1734.3+3858
2183,J1734.7-2930,,,,
2184,J1735.4-1118,bcu,,J1735.4-1118,
2185,J1736.0-2701,,,,
2186,J1736.0+2033,bcu,,J1735.7+2031,J1735.9+2033
2187,J1736.2-4444,glc,,J1735.9-4438,J1736.0-4443
2188,J1736.4+0634,fsrq,,J1736.3+0628,J1736.6+0626
2189,J1736.5-2839,,,,
2190,J1737.3-3214c,spp,,,J1737.2-3213
2191,J1737.9-2511,,,,
2192,J1739.0+8716,bcu,,J1739.4+8717,J1738.9+8716
2193,J1739.4+4955,fsrq,,,J1739.5+4955
2194,J1739.9-3124c,,,,
2195,J1740.3+5211,fsrq,,J1740.0+5209,J1740.2+5212
2196,J1740.3+4736,fsrq,,,J1740.3+4738
2197,J1740.4+5347,bcu,,,
2198,J1740.5-2843,,,,
2199,J1740.5-2726,,,,J1739.6-2726
2200,J1740.5-2642,,,,
2201,J1740.8-1933,,,,
2202,J1740.8-6755,,,,J1741.1-6750
2203,J1741.1-3053,snr,J1741.4-3046,,J1740.4-3054c
2204,J1741.4+0938,,,,
2205,J1741.5+1351,PSR,,,J1741.0+1347
2206,J1741.9-2539,bcu,,,J1742.0-2540c
2207,J1741.9-2054,PSR,J1742.1-2054,J1741.8-2101,J1741.9-2054
2208,J1742.2+5947,bll,,J1742.1+5947,J1742.1+5948
2209,J1742.4-7237,,,,
2210,J1742.6-3321,,,,J1742.5-3323
2211,J1743.9+1934,bll,,J1744.2+1934,J1744.1+1934
2212,J1743.9-1310,,,,
2213,J1744.1-7619,,,J1743.8-7620,J1744.1-7620
2214,J1744.3-0353,fsrq,,J1744.6-0354,
2215,J1744.5-1133,PSR,,J1744.4-1134,J1744.6-1135
2216,J1744.5-2506,,,,
2217,J1744.7-3043,,,,
2218,J1744.7-2252,,,,
2219,J1744.8-1557,,,,
2220,J1744.9-1725,bcu,,,J1745.1-1729
2221,J1745.1-3011,spp,,,
2222,J1745.3-2903c,,,,
2223,J1745.4-0754,bll,,J1745.6-0751,J1745.5-0751
2224,J1745.4+4721,,,,
2225,J1745.5+1017,PSR,,J1745.5+1018,J1745.6+1015
2226,J1745.6-2859c,spp,,J1745.6-2900c,J1745.6-2858
2227,J1745.7+3952,bll,,,
2228,J1746.3-2851c,pwn,,J1746.4-2849c,J1746.6-2851c
2229,J1746.6+0433,,,,
2230,J1746.8-3240,PSR,,,J1746.5-3238
2231,J1747.0-3506,,,,J1747.2-3507
2232,J1747.0-2828,,,,
2233,J1747.1+0139,bcu,,,
2234,J1747.2-2958,PSR,,J1747.2-2958,J1747.1-3000
2235,J1747.3+0324,,,,J1747.6+0324
2236,J1747.6-4037,PSR,,J1747.4-4035,J1747.5-4036
2237,J1747.7-2904,,,,
2238,J1748.0-2447,glc,,J1747.9-2448,J1748.0-2447
2239,J1748.0+3405,fsrq,,,
2240,J1748.0+2701,,,,
2241,J1748.3-2815c,,,,
2242,J1748.5-3912,,,,
2243,J1748.6+7005,bll,,J1748.5+7004,J1748.8+7006
2244,J1748.9-2021,glc,,J1748.7-2020,J1748.7-2020
2245,J1749.1+4322,bll,,J1749.0+4323,J1749.1+4323
2246,J1749.2-2911,,,,
2247,J1749.6-3133,,,,J1749.7-3134c
2248,J1749.7-0305,,,J1749.5-0301,
2249,J1750.2-3704,glc,,,
2250,J1750.9-2220,,,,
2251,J1751.5+0939,bll,J1751.5+0935,J1751.5+0937,J1751.5+0938
2252,J1753.5-5010,bcu,,J1754.0-5002,J1753.8-5012
2253,J1753.6-4447,,,,J1753.8-4446
2254,J1754.0-2930,,,,J1754.1-2930
2255,J1754.0-2538,,,J1754.5-2537c,J1754.4-2538c
2256,J1754.0-3321,,,,
2257,J1754.1+3212,bll,,J1754.3+3212,J1754.3+3212
2258,J1754.3-6424,bll,,,J1755.5-6423
2259,J1756.3+5523,bll,,J1756.6+5524,J1756.5+5523
2260,J1756.9+7032,bll,,,
2261,J1757.1+1533,bcu,,,
2262,J1757.4+6536,bcu,,,
2263,J1757.7-6030,,,,J1757.5-6028
2264,J1757.8-3126,,,,
2265,J1758.8-2402,,,,J1758.8-2402c
2266,J1758.8-2346,,,,
2267,J1758.8-4108,,,,
2268,J1759.1-4822,bcu,,,J1759.2-4819
2269,J1759.2-3848,,,,J1759.2-3853
2270,J1759.6-2141,,,,
2271,J1800.0-2955,,,,J1759.4-2954
2272,J1800.5+7827,bll,J1802.2+7827,J1800.4+7827,J1800.5+7829
2273,J1800.8-2402,,,J1800.5-2359c,J1800.8-2400
2274,J1801.3-2326e,SNR,J1801.6-2327,J1801.3-2322c,J1801.3-2326e
2275,J1801.5-7825,,,,
2276,J1801.5+4403,fsrq,,,J1801.7+4405
2277,J1801.6-2213,,,,
2278,J1802.4-3043,,,,
2279,J1802.6-3940,fsrq,J1802.6-3939,J1802.5-3939,J1802.6-3940
2280,J1803.1-2147,PSR,,J1803.1-2147c,J1803.3-2148
2281,J1803.1-2728,,,,
2282,J1803.3-6706,,,,J1802.8-6706
2283,J1804.1+0341,fsrq,,J1804.1+0336,
2284,J1804.1+2532,,,,J1803.6+2523c
2285,J1804.5-0850,,,,
2286,J1805.6-2136e,SNR,J1805.3-2138,J1805.2-2137c,J1805.6-2136e
2287,J1805.9+0614,psr,,J1806.2+0609,J1805.8+0612
2288,J1805.9+3407,,,,
2289,J1806.2+2744,,,,
2290,J1806.7-2451,,,,
2291,J1806.7+6949,bll,,J1807.0+6945,J1806.7+6948
2292,J1806.8+5346,,,,
2293,J1807.5-4343,glc,,J1807.6-4341,
2294,J1807.8+6427,bcu,,,
2295,J1807.8-5011,fsrq,,,
2296,J1808.0+4652,bll,,,
2297,J1808.3-3357,,,,J1808.3-3356
2298,J1808.4-3519,,,,
2299,J1808.4-3703,,,,
2300,J1808.5-1952,glc,,J1808.5-1954c,J1808.6-1950c
2301,J1809.0+3517,,,,
2302,J1809.2-2725,,,,
2303,J1809.2-2016c,,,,
2304,J1809.4+2040,bll,,,J1809.4+2042
2305,J1809.7+2909,bll,,J1809.6+2908,J1809.7+2909
2306,J1809.8-2332,PSR,,J1809.8-2332,J1809.8-2332
2307,J1810.1-1910,spp,,,
2308,J1810.5+1743,PSR,,J1810.3+1741,J1810.7+1742
2309,J1810.7+5335,,,,J1811.0+5340
2310,J1810.8-2412,,,,J1811.3-2421
2311,J1810.8+1609,bll,,J1811.0+1607,J1810.8+1606
2312,J1811.2+0340,bll,,J1811.3+0340,J1811.3+0339
2313,J1811.3-1927c,spp,,,
2314,J1813.4-1246,PSR,J1813.5-1248,J1813.3-1246,J1813.4-1246
2315,J1813.6+0614,bll,,,J1813.7+0617
2316,J1813.6+3143,bll,,J1813.4+3141,J1813.5+3143
2317,J1813.6-6845,,,,
2318,J1813.6+2820,,,,
2319,J1813.6-1148,,,,J1813.7-1139c
2320,J1814.0-1757c,,,,
2321,J1814.1-1734c,,J1814.3-1739,J1814.0-1736c,J1814.1-1735c
2322,J1815.1+5919,,,,
2323,J1816.0-6407,,,,J1815.6-6407
2324,J1816.2-2726,,,,
2325,J1816.5-1145,,,,
2326,J1816.5+4512,PSR,,J1816.7+4509,J1816.5+4511
2327,J1816.9-4944,bcu,,,J1816.7-4942
2328,J1817.2-1739,spp,,,
2329,J1817.3-3033,,,,
2330,J1817.7+2530,,,J1817.0+2519,
2331,J1818.5+1320,,,,
2332,J1818.6+0903,fsrq,,J1818.1+0905,J1818.6+0903
2333,J1818.7-1528,spp,,,
2334,J1819.1+2134,bcu,,,J1818.7+2138
2335,J1819.1+4259,bcu,,,
2336,J1819.5-2045c,,,,
2337,J1819.5-1345,,,,
2338,J1820.3+3625,bcu,,,J1820.6+3625
2339,J1820.3-1529c,,,,
2340,J1820.4-3217,,,J1820.5-3216,J1820.6-3219
2341,J1821.6-1436c,,J1821.4-1444,,
2342,J1821.9+6636,,,,
2343,J1822.1-7051,bcu,,,
2344,J1823.2-4722,,,,
2345,J1823.2-1339,,,J1823.2-1336c,J1823.1-1338c
2346,J1823.4+6857,bll,,,J1823.7+6856
2347,J1823.6-3453,bcu,,J1823.5-3454,J1823.6-3453
2348,J1823.7-3019,PSR,,,J1823.4-3014
2349,J1824.0+1017,psr,,,
2350,J1824.2-5427,,,,
2351,J1824.2+5649,bll,,J1824.0+5651,J1824.0+5650
2352,J1824.3-0620,,,,
2353,J1824.4+4310,bcu,,,J1823.8+4312
2354,J1824.5-1351e,PWN,,J1825.7-1410c,J1824.5-1351e
2355,J1824.6-2451,PSR,,J1824.5-2449,J1824.8-2449
2356,J1825.2-5230,bcu,,,J1825.1-5231
2357,J1826.1-1256,PSR,J1825.9-1256,J1826.1-1256,J1826.1-1256
2358,J1826.2-1450,HMB,J1826.3-1451,J1826.2-1450,J1826.3-1450
2359,J1827.3-1446,,,,J1827.4-1445c
2360,J1827.6-0846,,,,J1827.4-0846
2361,J1827.7+1141,,,,J1827.6+1149
2362,J1828.4-1121,spp,,J1827.9-1128c,J1828.3-1124c
2363,J1828.9-2417,bcu,,,J1829.3-2419
2364,J1829.2+3229,,,,J1828.7+3231
2365,J1829.2+2731,,,,J1829.1+2725
2366,J1829.2-1504,,,,
2367,J1829.3-0135c,,,,
2368,J1829.4+5402,bll,,J1829.8+5404,J1829.2+5402
2369,J1829.6+4844,ssrq,,J1829.8+4845,J1829.7+4846
2370,J1829.7-1304,spp,,,
2371,J1829.8+1328,bll,,,J1830.0+1325
2372,J1829.9-0203c,,,,J1829.8-0204c
2373,J1830.0-4439,bcu,,,J1830.2-4441
2374,J1830.1+0617,fsrq,J1830.3+0617,J1830.1+0618,J1830.1+0617
2375,J1830.7-1630,,,,J1830.4-1634
2376,J1830.8-3136,,,,J1830.9-3132
2377,J1831.0-2714,bcu,,,
2378,J1831.6-6503,,,J1833.2-6502,J1832.2-6502
2379,J1831.7-0230,,,,
2380,J1831.7-0157c,,,J1831.5-0200c,J1832.0-0200
2381,J1832.4-5659,bll,,J1832.6-5700,J1832.7-5700
2382,J1833.5-1033,PSR,,J1833.5-1034,J1833.6-1032
2383,J1833.6-2103,fsrq,J1833.4-2106,J1833.6-2103,J1833.6-2104
2384,J1833.9-0711,spp,,,
2385,J1834.5-0841,snr,J1834.4-0841,J1834.3-0842c,J1834.3-0848
2386,J1834.6-0659,spp,,,
2387,J1834.8-0630c,,,,
2388,J1835.4+1349,bcu,,J1835.3+1345,J1835.4+1349
2389,J1835.7-3258,glc,,J1835.3-3255,J1835.6-3258
2390,J1836.2+5925,PSR,J1836.2+5924,J1836.2+5925,J1836.2+5926
2391,J1836.3+3137,bll,,J1836.3+3135,J1836.2+3137
2392,J1836.5-0655e,PWN,,J1837.5-0659c,J1837.3-0700c
2393,J1837.3-2403,,,,
2394,J1837.6-0717,,,,
2395,J1837.9-0607,PSR,,,
2396,J1838.1+3827,,,,J1837.9+3821
2397,J1838.5-6006,bcu,,,
2398,J1838.8+4802,bll,,J1838.6+4756,J1838.7+4759
2399,J1838.9-0646,,,,
2400,J1838.9-0537,PSR,,,
2401,J1839.3-0552,,J1839.0-0549,,
2402,J1839.9+7646,,,,
2403,J1840.1-0412,spp,,,J1840.3-0413c
2404,J1840.5+6116,,,,
2405,J1840.9-0532e,PWN,,,
2406,J1841.2+2910,bcu,,,
2407,J1841.7+3218,bll,,J1841.9+3220,J1841.7+3221
2408,J1842.2+2742,,,,J1842.3+2740
2409,J1842.3-5841,bcu,,J1842.3-5845,J1842.3-5839
2410,J1842.8+6810,fsrq,,,
2411,J1843.0-0359c,,,J1842.9-0359c,J1842.8-0359c
2412,J1843.6-1114,PSR,,,
2413,J1843.7-0322,,,,
2414,J1844.1+5709,bll,,,J1844.7+5716
2415,J1844.3+1547,bcu,,J1844.1+1547,J1844.3+1548
2416,J1844.3-0344,,,J1844.2-0342c,J1844.3-0343c
2417,J1844.7-1224,,,,
2418,J1845.5-2524,,,,
2419,J1846.3+0919,PSR,,J1846.4+0919,J1846.4+0920
2420,J1848.1-4230,bcu,,,
2421,J1848.4+3216,FSRQ,J1847.8+3223,J1848.5+3224,J1848.5+3216
2422,J1848.4-0141,,J1848.6-0138,J1848.1-0145c,J1848.2-0139c
2423,J1848.6+3232,,,,
2424,J1848.9+4247,bll,,,
2425,J1849.2+6705,FSRQ,J1849.4+6706,J1849.3+6705,J1849.4+6706
2426,J1849.3-1645,bcu,,,
2427,J1849.4-0057,snr,,,J1849.3-0055
2428,J1849.4-4312,bll,,J1849.6-4314,J1849.7-4310
2429,J1849.5+2751,bll,,,J1849.5+2744
2430,J1849.5-0124c,,,J1849.7-0121c,J1849.9-0125c
2431,J1850.5-0024,,,J1850.2-0019c,J1850.7-0014c
2432,J1851.2+0423,,,,
2433,J1852.4+4856,fsrq,,J1852.5+4853,J1852.5+4856
2434,J1852.8+0158,,,,J1852.8+0156c
2435,J1853.2+0006,psr,,J1853.1+0032c,
2436,J1855.1-6008,bcu,,,
2437,J1855.1-2243,glc,,,
2438,J1855.4+0454,,,,
2439,J1855.6+0753,,,,
2440,J1855.9+0121e,SNR,J1855.9+0126,J1856.1+0122,J1855.9+0121e
2441,J1856.1-1217,,,,
2442,J1857.0-7341,,,,
2443,J1857.2+0059,,,,J1857.2+0055c
2444,J1857.8+0129c,,,,J1858.5+0129c
2445,J1857.9+0355,,,J1857.9+0352c,J1857.8+0355c
2446,J1857.9+0210,,,,J1857.6+0211
2447,J1857.9+7319,,,,
2448,J1857.9+5549,,,,
2449,J1858.0-5423,,,,
2450,J1858.2-2215,PSR,,J1858.1-2218,J1858.3-2218
2451,J1858.4-2509,bcu,,,J1858.1-2510
2452,J1859.6+0102,,,,
2453,J1900.3+0411c,,J1900.0+0356,J1900.3+0420c,
2454,J1900.8+0337,,,,
2455,J1901.1+0728,,,,
2456,J1901.5-0126,,,,
2457,J1902.0-5107,PSR,,J1902.0-5110,J1902.0-5109
2458,J1902.3-3702c,,,,
2459,J1902.6+0655,,,,
2460,J1902.9-6745,fsrq,,J1902.3-6802,J1902.5-6746
2461,J1903.2+5541,bll,,J1903.0+5539,J1903.3+5539
2462,J1903.6-7052,PSR,,J1901.6-7051,J1902.7-7053
2463,J1903.9+0052,,,,
2464,J1904.5+3627,bcu,,,
2465,J1904.7-0708,,,J1904.4-0703,J1904.8-0705
2466,J1904.9+0818,,,,
2467,J1906.6+0720,,,J1906.6+0716c,J1906.5+0720
2468,J1907.9+0602,PSR,,J1907.9+0602,J1907.9+0602
2469,J1908.8-0130,bcu,,J1908.5-0138,J1908.8-0132
2470,J1908.9+1022,,,,
2471,J1910.7-6000,glc,,,
2472,J1910.8+2855,bcu,,,
2473,J1910.9+0906,snr,J1911.0+0905,J1910.9+0906c,J1911.0+0905
2474,J1911.1-5318,,,J1911.1-5306,
2475,J1911.2-2006,fsrq,J1911.2-2011,J1911.2-2007,J1911.1-2005
2476,J1911.4-1908,bcu,,,J1911.5-1908
2477,J1911.7+0307,,,J1911.7+0307,
2478,J1912.0-0804,bcu,,,
2479,J1912.6-1223,bcu,,,
2480,J1912.7+4610,,,,
2481,J1912.9-8008,fsrq,,,
2482,J1913.0+0910,PSR,,,
2483,J1913.5-3631,bcu,,,
2484,J1913.9+4441,bcu,,,J1913.4+4440
2485,J1915.2+0954,,,,
2486,J1915.9+1112,spp,,J1916.0+1110c,J1916.1+1106
2487,J1917.1-3024,,,J1916.9-3028,J1917.0-3027
2488,J1917.7-1921,bll,,J1917.7-1922,J1917.6-1921
2489,J1918.0+3750,bcu,,,
2490,J1918.2-4110,bll,,J1918.4-4108,J1918.2-4110
2491,J1919.0+0452,,,,
2492,J1919.9+1407,,,,
2493,J1921.2+0136,psr,,J1921.2+0132,J1921.3+0131
2494,J1921.2+1506,,,,
2495,J1921.2-1232,bll,,J1921.1-1234,J1921.3-1231
2496,J1921.6+1934,,,,
2497,J1921.9-1607,bll,,J1922.0-1608,J1921.9-1608
2498,J1922.2+2313,,,,
2499,J1923.2+1408e,SNR,J1923.0+1411,J1922.9+1411,J1923.2+1408e
2500,J1923.2-7452,,,,J1922.6-7454
2501,J1923.5-2104,fsrq,J1923.3-2101,J1923.5-2104,J1923.5-2105
2502,J1924.8-1034,,,,J1924.9-1036
2503,J1924.8-2914,fsrq,,J1925.2-2919,J1924.8-2912
2504,J1924.9+2817,bcu,,,
2505,J1925.4+1605,,,J1926.1+1601c,
2506,J1925.4+1727,,,J1925.0+1720c,J1924.8+1724c
2507,J1925.7+1228,bcu,,,
2508,J1925.8-7826,,,,J1925.7-7836c
2509,J1926.8+6154,bll,,J1926.8+6153,J1927.0+6153
2510,J1927.7+6118,bll,,,J1927.5+6117
2511,J1928.4+1838,,,,
2512,J1928.9+1739,,,J1929.0+1741c,J1928.8+1740c
2513,J1931.1+1659,,,J1930.8+1653c,
2514,J1931.1+0937,bll,,J1931.2+0939,J1931.1+0938
2515,J1932.2+1916,PSR,,J1932.1+1914c,J1932.1+1913
2516,J1932.6-4537,fsrq,,,
2517,J1933.4+0727,bcu,,J1933.3+0723,J1933.3+0722
2518,J1934.2+6002,,,,
2519,J1935.2-7924c,,,J1927.3-7932c,
2520,J1935.5+8355,bcu,,,J1936.9+8402
2521,J1936.6-4215,,,,
2522,J1936.9-4719,bll,,J1936.9-4720,J1936.8-4721
2523,J1937.0-3956,fsrq,,J1938.2-3957,J1937.2-3955
2524,J1939.6-4925,bcu,,,
2525,J1941.2-6210,bcu,,,J1940.8-6213
2526,J1941.8+7218,bcu,,J1941.6+7214,J1941.6+7218
2527,J1942.7+1033,bcu,,J1942.7+1033,J1942.8+1033
2528,J1943.2-3510,bll,,,
2529,J1943.8+2518,,,,
2530,J1944.0-0535,,,,
2531,J1944.1+3919,,,,
2532,J1944.1-4523,bcu,,,
2533,J1944.8+4300,,,,
2534,J1945.3+7329,,,,J1944.3+7325
2535,J1945.9-3115,bll,,J1946.1-3118,J1946.1-3115
2536,J1946.4-5403,,,J1946.7-5404,J1946.4-5402
2537,J1947.4-1121,,,,J1946.7-1118
2538,J1947.9-0743,,,,J1947.8-0739
2539,J1948.1-7059,,,,
2540,J1949.0+1312,bcu,,,
2541,J1949.3+2433,,,,
2542,J1949.4-6140,bcu,,,
2543,J1949.5-1454,,,,J1949.4-1457
2544,J1949.6+2355,,,,J1949.7+2405
2545,J1949.7-8109,,,,
2546,J1950.2+1215,,,J1950.4+1226,J1950.3+1223
2547,J1951.3+6909,,,,
2548,J1951.6+2926,spp,,,
2549,J1951.8-1102,,,,
2550,J1952.9+3253,PSR,J1953.2+3249,J1952.9+3252,J1953.0+3253
2551,J1953.3+3847,,,,
2552,J1953.4+7653,,,,
2553,J1954.2+2836,PSR,J1954.4+2838,J1954.3+2836,J1954.3+2836
2554,J1954.8-1122,fsrq,,J1954.8-1124,J1954.6-1122
2555,J1954.9-5640,bcu,,,J1955.0-5639
2556,J1955.0-1605,bcu,,,J1954.4-1607
2557,J1955.1+1357,fsrq,,J1954.8+1402,J1955.2+1356
2558,J1955.7-7019,,,,
2559,J1955.9+0212,bcu,,,
2560,J1957.0-3234,fsrq,,,
2561,J1957.7+5034,PSR,,J1957.6+5033,J1957.9+5033
2562,J1957.9-0712,,,,
2563,J1958.0-3847,fsrq,,J1958.4-3847,J1958.2-3848
2564,J1958.1+2436,,,,
2565,J1958.1-0243,,,,
2566,J1958.2-1413,,,,
2567,J1958.2-3011,bll,,J1958.4-3013,J1958.4-3012
2568,J1958.6+2845,PSR,,J1958.6+2845,J1958.6+2845
2569,J1958.6+3844,,,,J1958.9+3844
2570,J1959.1-4245,fsrq,,J1959.3-4241,J1959.1-4245
2571,J1959.5+2047,PSR,,J1959.6+2047,J1959.5+2047
2572,J1959.8-4725,bcu,,J1959.7-4730,J1959.9-4727
2573,J2000.0+6509,bll,J2000.2+6506,J2000.0+6508,J2000.0+6509
2574,J2000.1+4212,bcu,,,J1959.9+4212
2575,J2000.4-2926,fsrq,,,J1959.6-2931
2576,J2001.0-1750,fsrq,,J2000.9-1749,J2000.8-1751
2577,J2001.1+4352,bll,J2001.0+4352,J2001.1+4351,J2001.1+4352
2578,J2001.8+7041,bll,,J2001.9+7040,J2001.7+7042
2579,J2002.7+6303,bcu,,,
2580,J2004.4+3338,,,J2004.7+3343,J2004.4+3339c
2581,J2004.8+7003,bll,,J2004.8+7004,J2004.6+7004
2582,J2005.2+7752,bll,,J2006.0+7751,J2004.5+7754
2583,J2005.7-8241,,,,
2584,J2006.0-2311,fsrq,,J2006.6-2302,
2585,J2006.5-0939,,,,J2006.2-0929
2586,J2006.6+0150,,,J2007.0+0145,
2587,J2007.3+6605,fsrq,,,
2588,J2007.7-7728,bcu,,,
2589,J2007.8-4429,nlsy1,,J2007.9-4430,J2007.9-4430
2590,J2009.2-1458,,,,J2009.2-1505
2591,J2009.3-4849,BLL,J2009.4-4850,J2009.5-4849,J2009.5-4850
2592,J2010.0-2120,,,,
2593,J2010.3+7228,bll,,J2009.1+7228,J2009.7+7225
2594,J2011.1+4203,,,,
2595,J2012.0+4629,bll,,J2012.2+4629,J2012.1+4630
2596,J2012.1-1643,bll,,,
2597,J2014.3-0047,bll,,J2014.5-0047,J2014.0-0046
2598,J2014.4+3606,spp,,,
2599,J2014.5+0648,bcu,,J2014.4+0647,J2014.7+0646
2600,J2014.5+5246,,,,
2601,J2014.9+1623,bcu,,,
2602,J2015.2-0138,bll,,J2015.3-0129,J2015.1-0137
2603,J2015.3-1431,,,,
2604,J2015.6+3709,FSRQ,,J2015.7+3708,J2015.6+3709
2605,J2016.4-0905,bll,,J2016.2-0903,J2016.3-0904
2606,J2017.3+0602,PSR,J2017.2+0602,J2017.3+0603,J2017.3+0603
