,3FGL,4FGLDR1,4FGLDR2,4FGLDR3,4FGLDR4,status
833,J0729.7-1448,J0729.3-1445,J0729.3-1445,J0729.3-1445,J0729.3-1445,2
834,J0730.2-1141,J0730.3-1141,J0730.3-1141,J0730.3-1141,J0730.3-1141,2
836,J0730.5+3307,J0730.4+3308,J0730.4+3308,J0730.4+3308,J0730.4+3308,2
837,J0730.5-0537,J0730.5-0535,J0730.5-0535,J0730.5-0535,J0730.5-0535,3
838,J0730.5-6606,J0730.7-6602,J0730.7-6602,J0730.7-6602,J0730.7-6602,3
841,J0732.2-4638,J0732.7-4638,J0732.7-4638,J0732.7-4638,J0732.7-4638,2
843,J0733.5+5153,J0733.4+5152,J0733.4+5152,J0733.4+5152,J0733.4+5152,2
844,J0733.8+5021,J0734.0+5021,J0734.0+5021,J0734.0+5021,J0734.0+5021,2
845,J0733.8+4108,J0733.7+4110,J0733.7+4110,J0733.7+4110,J0733.7+4110,2
846,J0734.3-7709,J0734.4-7711,J0734.4-7711,J0734.4-7711,J0734.4-7711,3
847,J0734.7-1558,J0734.7-1559,J0734.7-1559,J0734.7-1559,J0734.7-1559,2
850,J0738.1+1741,J0738.1+1742,J0738.1+1742,J0738.1+1742,J0738.1+1742,2
851,J0739.4+0137,J0739.2+0137,J0739.2+0137,J0739.2+0137,J0739.2+0137,2
854,J0740.8+6621,J0741.0+6618,J0741.0+6618,J0741.0+6618,J0741.0+6618,3
856,J0742.6+5444,J0742.6+5443,J0742.6+5443,J0742.6+5443,J0742.6+5443,2
857,J0742.6-5623,J0743.0-5622,J0743.0-5622,J0743.0-5622,J0743.0-5622,2
858,J0742.7-2824,J0742.8-2822,J0742.8-2822,J0742.8-2822,J0742.8-2822,2
863,J0744.3+7434,J0744.1+7434,J0744.1+7434,J0744.1+7434,J0744.1+7434,2
865,J0746.4+2540,J0746.4+2546,J0746.4+2546,J0746.4+2546,J0746.4+2546,2
867,J0746.6-0706,J0746.5-0710,J0746.5-0710,J0746.5-0710,J0746.5-0710,2
868,J0746.6-4756,J0746.6-4754,J0746.6-4754,J0746.6-4754,J0746.6-4754,3
869,J0746.9+8511,J0748.3+8511,J0748.3+8511,J0748.3+8511,J0748.3+8511,2
870,J0747.2-3311,J0747.3-3310,J0747.3-3310,J0747.3-3310,J0747.3-3310,3
872,J0747.4+0904,J0747.5+0905,J0747.5+0905,J0747.5+0905,J0747.5+0905,2
874,J0748.0-1639,J0748.0-1638,J0748.0-1638,J0748.0-1638,J0748.0-1638,2
875,J0748.3+2401,J0748.6+2400,J0748.6+2400,J0748.6+2400,J0748.6+2400,2
876,J0748.5+7910,J0751.0+7908,J0751.0+7908,J0751.0+7908,J0751.0+7908,2
879,J0748.8+4929,J0748.3+4928,J0748.3+4928,J0748.3+4928,J0748.3+4928,3
881,J0749.4+1059,J0749.4+1058,J0749.4+1058,J0749.4+1058,J0749.4+1058,3
883,J0750.6+1232,J0750.8+1229,J0750.8+1229,J0750.8+1229,J0750.8+1229,2
884,J0751.2+1806,J0751.2+1808,J0751.2+1808,J0751.2+1808,J0751.2+1808,3
887,J0753.1+5353,J0753.0+5353,J0753.0+5353,J0753.0+5353,J0753.0+5353,2
888,J0754.4-1148,J0754.4-1148,J0754.4-1148,J0754.4-1148,J0754.4-1148,2
889,J0754.8+4824,J0754.7+4823,J0754.7+4823,J0754.7+4823,J0754.7+4823,2
891,J0756.3-6433,J0756.3-6431,J0756.3-6431,J0756.3-6431,J0756.3-6431,3
892,J0757.0+0956,J0757.1+0956,J0757.1+0956,J0757.1+0956,J0757.1+0956,2
894,J0758.1+1130,J0758.1+1134,J0758.1+1134,J0758.1+1134,J0758.1+1134,2
896,J0758.7+3747,J0758.7+3746,J0758.7+3746,J0758.7+3746,J0758.7+3746,2
897,J0758.9+2705,J0758.9+2703,J0758.9+2703,J0758.9+2703,J0758.9+2703,2
899,J0800.9+4401,J0800.9+4401,J0800.9+4401,J0800.9+4401,J0800.9+4401,2
900,J0802.0+1005,J0802.0+1006,J0802.0+1006,J0802.0+1006,J0802.0+1006,2
903,J0803.3-0339,J0803.2-0337,J0803.2-0337,J0803.2-0337,J0803.2-0337,3
904,J0804.0-3629,J0804.0-3629,J0804.0-3629,J0804.0-3629,J0804.0-3629,3
905,J0804.4+0418,J0804.5+0414,J0804.5+0414,J0804.5+0414,J0804.5+0414,2
909,J0805.0-0622,J0804.9-0624,J0804.9-0624,J0804.9-0624,J0804.9-0624,2
910,J0805.2-0112,J0805.2-0110,J0805.2-0110,J0805.2-0110,J0805.2-0110,2
911,J0805.4+7534,J0805.4+7534,J0805.4+7534,J0805.4+7534,J0805.4+7534,2
912,J0805.4+6144,J0805.4+6147,J0805.4+6147,J0805.4+6147,J0805.4+6147,2
913,J0806.6+5933,J0806.5+5930,J0806.5+5930,J0806.5+5930,J0806.5+5930,2
914,J0807.1-0541,J0807.1-0541,J0807.1-0541,J0807.1-0541,J0807.1-0541,2
915,J0807.1+7744,J0805.1+7744,J0805.1+7744,J0805.1+7744,J0805.1+7744,2
916,J0807.9+4946,J0808.5+4950,J0808.5+4950,J0808.5+4950,J0808.5+4950,2
917,J0808.2-0751,J0808.2-0751,J0808.2-0751,J0808.2-0751,J0808.2-0751,2
918,J0809.5+4045,J0809.3+4053,J0809.3+4053,J0809.3+4053,J0809.3+4053,2
919,J0809.5+5342,J0809.5+5341,J0809.5+5341,J0809.5+5341,J0809.5+5341,2
920,J0809.6+3456,J0809.6+3455,J0809.6+3455,J0809.6+3455,J0809.6+3455,2
921,J0809.8+5218,J0809.8+5218,J0809.8+5218,J0809.8+5218,J0809.8+5218,3
923,J0811.2-7529,J0811.0-7529,J0811.0-7529,J0811.0-7529,J0811.0-7529,2
924,J0811.3+0146,J0811.4+0146,J0811.4+0146,J0811.4+0146,J0811.4+0146,2
925,J0812.0+0237,J0812.0+0237,J0812.0+0237,J0812.0+0237,J0812.0+0237,2
926,J0812.9+5555,J0812.9+5555,J0812.9+5555,J0812.9+5555,J0812.9+5555,2
927,J0813.3+6509,J0812.8+6507,J0812.8+6507,J0812.8+6507,J0812.8+6507,3
929,J0814.1-1012,J0814.2-1013,J0814.2-1013,J0814.2-1013,J0814.2-1013,2
930,J0814.5+2943,J0814.4+2941,J0814.4+2941,J0814.4+2941,J0814.4+2941,2
931,J0814.7+6428,J0814.6+6430,J0814.6+6430,J0814.6+6430,J0814.6+6430,2
933,J0816.4-1311,J0816.4-1311,J0816.4-1311,J0816.4-1311,J0816.4-1311,2
934,J0816.5+2049,J0816.9+2050,J0816.9+2050,J0816.9+2050,J0816.9+2050,2
935,J0816.7-2421,J0816.7-2420,J0816.7-2420,J0816.7-2420,J0816.7-2420,2
936,J0816.7+5739,J0816.3+5739,J0816.3+5739,J0816.3+5739,J0816.3+5739,2
937,J0817.8-0935,J0817.8-0934,J0817.8-0934,J0817.8-0934,J0817.8-0934,2
939,J0818.2+4223,J0818.2+4222,J0818.2+4222,J0818.2+4222,J0818.2+4222,2
940,J0818.8+2751,J0819.0+2746,J0819.0+2746,J0819.0+2746,J0819.0+2746,2
941,J0820.4+3640,J0820.3+3639,J0820.3+3639,J0820.3+3639,J0820.3+3639,2
942,J0820.9-1258,J0820.9-1258,J0820.9-1258,J0820.9-1258,J0820.9-1258,2
944,J0822.9+4041,J0823.1+4042,J0823.1+4042,J0823.1+4042,J0823.1+4042,2
947,J0824.1+2434,J0824.4+2440,J0824.4+2440,J0824.4+2440,J0824.4+2440,2
948,J0824.9+5551,J0824.7+5552,J0824.7+5552,J0824.7+5552,J0824.7+5552,2
949,J0824.9+3916,J0824.9+3915,J0824.9+3915,J0824.9+3915,J0824.9+3915,2
951,J0825.8-3217,J0825.9-3218,J0825.9-3218,J0825.9-3218,J0825.9-3218,2
952,J0825.9-2230,J0825.9-2230,J0825.9-2230,J0825.9-2230,J0825.9-2230,2
953,J0826.0+0307,J0825.8+0309,J0825.8+0309,J0825.8+0309,J0825.8+0309,2
956,J0827.2-0711,J0827.0-0708,J0827.0-0708,J0827.0-0708,J0827.0-0708,3
957,J0828.5+5217,J0827.8+5221,J0827.8+5221,J0827.8+5221,J0827.8+5221,2
958,J0828.8-2420,J0828.7-2422,J0828.7-2422,J0828.7-2422,J0828.7-2422,3
959,J0829.3+0901,J0829.4+0857,J0829.4+0857,J0829.4+0857,J0829.4+0857,2
960,J0829.6-1137,J0829.6-1140,J0829.6-1140,J0829.6-1140,J0829.6-1140,2
962,J0830.3-5855,J0829.7-5856,J0829.7-5856,J0829.7-5856,J0829.7-5856,2
964,J0830.7+2408,J0830.8+2410,J0830.8+2410,J0830.8+2410,J0830.8+2410,2
966,J0831.9+0430,J0831.8+0429,J0831.8+0429,J0831.8+0429,J0831.8+0429,2
967,J0832.6+4914,J0832.4+4912,J0832.4+4912,J0832.4+4912,J0832.4+4912,2
970,J0834.1+4223,J0833.9+4223,J0833.9+4223,J0833.9+4223,J0833.9+4223,2
973,J0834.7+4403,J0834.6+4402,J0834.6+4402,J0834.6+4402,J0834.6+4402,2
974,J0835.3-4510,J0835.3-4510,J0835.3-4510,J0835.3-4510,J0835.3-4510,2
975,J0835.4+0930,J0835.7+0936,J0835.7+0936,J0835.7+0936,J0835.7+0936,2
976,J0836.3+2143,J0836.2+2141,J0836.2+2141,J0836.2+2141,J0836.2+2141,2
977,J0836.5-2020,J0836.5-2026,J0836.5-2026,J0836.5-2026,J0836.5-2026,2
982,J0839.5+0102,J0839.8+0105,J0839.8+0105,J0839.8+0105,J0839.8+0105,2
983,J0839.6+3538,J0839.7+3540,J0839.7+3540,J0839.7+3540,J0839.7+3540,2
985,J0839.6+1803,J0839.4+1803,J0839.4+1803,J0839.4+1803,J0839.4+1803,2
986,J0840.8+1315,J0840.8+1317,J0840.8+1317,J0840.8+1317,J0840.8+1317,2
987,J0841.3-3554,J0841.3-3554,J0841.3-3554,J0841.3-3554,J0841.3-3554,3
988,J0841.4+7053,J0841.3+7053,J0841.3+7053,J0841.3+7053,J0841.3+7053,2
989,J0842.0-6055,J0842.3-6053,J0842.3-6053,J0842.3-6053,J0842.3-6053,2
992,J0843.9+5311,J0844.2+5312,J0844.2+5312,J0844.2+5312,J0844.2+5312,2
994,J0845.1-5458,J0844.9-5458,J0844.9-5458,J0844.9-5458,J0844.9-5458,3
997,J0846.9-2336,J0847.0-2336,J0847.0-2336,J0847.0-2336,J0847.0-2336,3
998,J0847.1+1134,J0847.2+1134,J0847.2+1134,J0847.2+1134,J0847.2+1134,2
1003,J0849.1+6607,J0849.1+6607,J0849.1+6607,J0849.1+6607,J0849.1+6607,2
1004,J0849.3+0458,J0849.5+0456,J0849.5+0456,J0849.5+0456,J0849.5+0456,2
1005,J0849.5-2912,J0849.4-2911,J0849.4-2911,J0849.4-2911,J0849.4-2911,2
1006,J0849.9-3540,J0849.8-3541,J0849.8-3541,J0849.8-3541,J0849.8-3541,2
1007,J0849.9+5108,J0850.0+5108,J0850.0+5108,J0850.0+5108,J0850.0+5108,2
1008,J0850.0+4855,J0850.0+4855,J0850.0+4855,J0850.0+4855,J0850.0+4855,2
1009,J0850.2-1214,J0850.1-1212,J0850.1-1212,J0850.1-1212,J0850.1-1212,2
1010,J0850.2+3500,J0850.5+3455,J0850.5+3455,J0850.5+3455,J0850.5+3455,2
1012,J0851.8+5531,J0851.5+5528,J0851.5+5528,J0851.5+5528,J0851.5+5528,2
1013,J0852.6-5756,J0852.5-5755,J0852.5-5755,J0852.5-5755,J0852.5-5755,2
1015,J0853.0-3654,J0853.1-3657,J0853.1-3657,J0853.1-3657,J0853.1-3657,2
1016,J0854.2+4408,J0854.3+4408,J0854.3+4408,J0854.3+4408,J0854.3+4408,2
1018,J0854.8+2006,J0854.8+2006,J0854.8+2006,J0854.8+2006,J0854.8+2006,2
1020,J0855.2-0718,J0855.4-0714,J0855.4-0714,J0855.4-0714,J0855.4-0714,2
1024,J0856.5+2057,J0856.8+2056,J0856.8+2056,J0856.8+2056,J0856.8+2056,2
1025,J0856.7-1105,J0856.6-1105,J0856.6-1105,J0856.6-1105,J0856.6-1105,2
1028,J0858.1-1951,J0857.9-1949,J0857.9-1949,J0857.9-1949,J0857.9-1949,3
1029,J0858.1-3130,J0858.0-3130,J0858.0-3130,J0858.0-3130,J0858.0-3130,3
1031,J0859.1+6219,J0859.4+6218,J0859.4+6218,J0859.4+6218,J0859.4+6218,2
1036,J0902.4+2050,J0902.4+2051,J0902.4+2051,J0902.4+2051,J0902.4+2051,2
1038,J0903.1+4649,J0903.1+4652,J0903.1+4652,J0903.1+4652,J0903.1+4652,2
1040,J0904.3+4240,J0904.6+4238,J0904.6+4238,J0904.6+4238,J0904.6+4238,3
1041,J0904.8-5734,J0904.9-5734,J0904.9-5734,J0904.9-5734,J0904.9-5734,2
1042,J0904.8-3516,J0904.5-3513,J0904.5-3513,J0904.5-3513,J0904.5-3513,2
1044,J0905.5+1358,J0905.6+1358,J0905.6+1358,J0905.6+1358,J0905.6+1358,2
1048,J0906.3-0906,J0906.3-0905,J0906.3-0905,J0906.3-0905,J0906.3-0905,2
1050,J0908.4-4916,J0908.7-4911,J0908.7-4911,J0908.7-4911,J0908.7-4911,2
1051,J0909.0+2310,J0908.9+2311,J0908.9+2311,J0908.9+2311,J0908.9+2311,2
1052,J0909.1+0121,J0909.1+0121,J0909.1+0121,J0909.1+0121,J0909.1+0121,2
1053,J0909.6+0157,J0909.6+0159,J0909.6+0159,J0909.6+0159,J0909.6+0159,2
1054,J0909.8-0229,J0909.7-0230,J0909.7-0230,J0909.7-0230,J0909.7-0230,2
1055,J0910.5+3329,J0910.6+3329,J0910.6+3329,J0910.6+3329,J0910.6+3329,2
1056,J0910.7+3858,J0910.8+3859,J0910.8+3859,J0910.8+3859,J0910.8+3859,2
1057,J0910.9+2248,J0910.6+2247,J0910.6+2247,J0910.6+2247,J0910.6+2247,2
1058,J0911.8+3351,J0911.7+3349,J0911.7+3349,J0911.7+3349,J0911.7+3349,2
1059,J0912.2+4126,J0912.2+4127,J0912.2+4127,J0912.2+4127,J0912.2+4127,2
1060,J0912.2-6452,J0912.1-6449,J0912.1-6449,J0912.1-6449,J0912.1-6449,2
1061,J0912.4+2800,J0912.2+2800,J0912.2+2800,J0912.2+2800,J0912.2+2800,2
1062,J0912.6-2757,J0912.2-2751,J0912.2-2751,J0912.2-2751,J0912.2-2751,2
1063,J0912.7+1556,J0912.5+1556,J0912.5+1556,J0912.5+1556,J0912.5+1556,2
1064,J0912.9-2104,J0912.9-2102,J0912.9-2102,J0912.9-2102,J0912.9-2102,2
1066,J0915.0+5844,J0914.8+5846,J0914.8+5846,J0914.8+5846,J0914.8+5846,3
1068,J0915.8+2933,J0915.9+2933,J0915.9+2933,J0915.9+2933,J0915.9+2933,2
1069,J0916.3+3857,J0916.7+3856,J0916.7+3856,J0916.7+3856,J0916.7+3856,2
1070,J0917.3-0344,J0917.3-0342,J0917.3-0342,J0917.3-0342,J0917.3-0342,3
1074,J0920.9+4442,J0920.9+4441,J0920.9+4441,J0920.9+4441,J0920.9+4441,2
1075,J0921.0-2258,J0920.9-2256,J0920.9-2256,J0920.9-2256,J0920.9-2256,3
1077,J0921.8+6215,J0921.6+6216,J0921.6+6216,J0921.6+6216,J0921.6+6216,2
1078,J0922.4-0529,J0922.4-0528,J0922.4-0528,J0922.4-0528,J0922.4-0528,2
1079,J0922.8-3959,J0922.7-3959,J0922.7-3959,J0922.7-3959,J0922.7-3959,3
1080,J0923.1+3853,J0923.5+3852,J0923.5+3852,J0923.5+3852,J0923.5+3852,2
1081,J0923.3+4127,J0923.5+4125,J0923.5+4125,J0923.5+4125,J0923.5+4125,2
1083,J0924.0+2816,J0924.0+2816,J0924.0+2816,J0924.0+2816,J0924.0+2816,2
1084,J0924.2+0534,J0924.0+0534,J0924.0+0534,J0924.0+0534,J0924.0+0534,2
1085,J0925.6+5959,J0925.7+5959,J0925.7+5959,J0925.7+5959,J0925.7+5959,2
1086,J0925.7+3129,J0925.7+3126,J0925.7+3126,J0925.7+3126,J0925.7+3126,2
1087,J0926.3+5409,J0926.4+5412,J0926.4+5412,J0926.4+5412,J0926.4+5412,2
1088,J0927.9-2037,J0928.1-2035,J0928.1-2035,J0928.1-2035,J0928.1-2035,2
1090,J0928.5+4048,J0928.5+4048,J0928.5+4048,J0928.5+4048,J0928.5+4048,2
1092,J0928.9-3530,J0928.7-3529,J0928.7-3529,J0928.7-3529,J0928.7-3529,3
1093,J0929.4+5013,J0929.3+5014,J0929.3+5014,J0929.3+5014,J0929.3+5014,2
1094,J0930.0+4951,J0930.5+4951,J0930.5+4951,J0930.5+4951,J0930.5+4951,2
1095,J0930.2+8612,J0930.3+8612,J0930.3+8612,J0930.3+8612,J0930.3+8612,2
1097,J0930.9-1904,J0931.2-1906,J0931.2-1906,J0931.2-1906,J0931.2-1906,3
1100,J0934.1+3933,J0934.3+3926,J0934.3+3926,J0934.3+3926,J0934.3+3926,2
1105,J0937.7+5008,J0937.1+5008,J0937.1+5008,J0937.1+5008,J0937.1+5008,2
1108,J0939.2-1732,J0939.3-1732,J0939.3-1732,J0939.3-1732,J0939.3-1732,2
1109,J0939.9-2831,J0940.0-2828,J0940.0-2828,J0940.0-2828,J0940.0-2828,2
1111,J0940.7-6102,J0940.7-6105,J0940.7-6105,J0940.7-6105,J0940.7-6105,2
1112,J0940.9-1337,J0940.9-1335,J0940.9-1335,J0940.9-1335,J0940.9-1335,2
1114,J0941.6+2727,J0941.9+2724,J0941.9+2724,J0941.9+2724,J0941.9+2724,3
1115,J0942.1-0756,J0942.3-0800,J0942.3-0800,J0942.3-0800,J0942.3-0800,2
1116,J0945.9+5756,J0945.7+5759,J0945.7+5759,J0945.7+5759,J0945.7+5759,2
1117,J0946.2+0103,J0946.2+0104,J0946.2+0104,J0946.2+0104,J0946.2+0104,2
1119,J0946.5+1017,J0946.6+1016,J0946.6+1016,J0946.6+1016,J0946.6+1016,2
1120,J0947.1-2542,J0947.1-2541,J0947.1-2541,J0947.1-2541,J0947.1-2541,3
1122,J0948.6+4041,J0949.0+4038,J0949.0+4038,J0949.0+4038,J0949.0+4038,2
1124,J0948.8+0021,J0948.9+0022,J0948.9+0022,J0948.9+0022,J0948.9+0022,2
1125,J0950.1+4554,J0950.2+4553,J0950.2+4553,J0950.2+4553,J0950.2+4553,2
1128,J0953.0-0839,J0953.0-0840,J0953.0-0840,J0953.0-0840,J0953.0-0840,2
1129,J0953.1-7657c,J0953.4-7659,J0953.4-7659,J0953.4-7659,J0953.4-7659,3
1131,J0954.2+4913,J0954.2+4913,J0954.2+4913,J0954.2+4913,J0954.2+4913,2
1133,J0955.4+6940,J0955.7+6940,J0955.7+6940,J0955.7+6940,J0955.7+6940,2
1134,J0955.6-6148,J0955.4-6151,J0955.4-6151,J0955.4-6151,J0955.4-6151,3
1135,J0956.6+2515,J0956.7+2516,J0956.7+2516,J0956.7+2516,J0956.7+2516,2
1137,J0957.4+4728,J0958.0+4728,J0958.0+4728,J0958.0+4728,J0958.0+4728,2
1138,J0957.5-1351,J0957.3-1348,J0957.3-1348,J0957.3-1348,J0957.3-1348,2
1139,J0957.6+5523,J0957.6+5523,J0957.6+5523,J0957.6+5523,J0957.6+5523,2
1140,J0958.3-0318,J0958.0-0319,J0958.0-0319,J0958.0-0319,J0958.0-0319,2
1141,J0958.4-6752,J0958.1-6753,J0958.1-6753,J0958.1-6753,J0958.1-6753,2
1142,J0958.6+6534,J0958.7+6534,J0958.7+6534,J0958.7+6534,J0958.7+6534,3
1143,J0958.6-2447,J0958.4-2441,J0958.4-2441,J0958.4-2441,J0958.4-2441,2
1144,J0959.7+2124,J0959.4+2120,J0959.4+2120,J0959.4+2120,J0959.4+2120,2
1145,J1001.0+2913,J1001.1+2911,J1001.1+2911,J1001.1+2911,J1001.1+2911,2
1147,J1002.3+2220,J1002.5+2215,J1002.5+2215,J1002.5+2215,J1002.5+2215,2
1149,J1003.6+2608,J1003.6+2605,J1003.6+2605,J1003.6+2605,J1003.6+2605,3
1152,J1006.7+3453,J1007.0+3455,J1007.0+3455,J1007.0+3455,J1007.0+3455,2
1153,J1006.7-2159,J1006.7-2159,J1006.7-2159,J1006.7-2159,J1006.7-2159,2
1154,J1007.4-3334,J1007.6-3332,J1007.6-3332,J1007.6-3332,J1007.6-3332,2
1155,J1007.8+0026,J1008.0+0028,J1008.0+0028,J1008.0+0028,J1008.0+0028,3
1156,J1007.9+0621,J1008.0+0620,J1008.0+0620,J1008.0+0620,J1008.0+0620,2
1158,J1008.9-2910,J1008.7-2909,J1008.7-2909,J1008.7-2909,J1008.7-2909,2
1159,J1009.0-3137,J1008.8-3139,J1008.8-3139,J1008.8-3139,J1008.8-3139,3
1160,J1010.2-3120,J1010.2-3119,J1010.2-3119,J1010.2-3119,J1010.2-3119,2
1162,J1010.8-0158,J1010.8-0158,J1010.8-0158,J1010.8-0158,J1010.8-0158,2
1163,J1012.0-4235,J1012.1-4235,J1012.1-4235,J1012.1-4235,J1012.1-4235,3
1164,J1012.2+0631,J1012.3+0629,J1012.3+0629,J1012.3+0629,J1012.3+0629,2
1166,J1012.7+4229,J1012.7+4228,J1012.7+4228,J1012.7+4228,J1012.7+4228,3
1168,J1013.5+3440,J1013.7+3444,J1013.7+3444,J1013.7+3444,J1013.7+3444,2
1170,J1014.2+4115,J1014.3+4112,J1014.3+4112,J1014.3+4112,J1014.3+4112,2
1171,J1015.0+4925,J1015.0+4926,J1015.0+4926,J1015.0+4926,J1015.0+4926,2
1172,J1015.2-4512,J1014.9-4508,J1014.9-4508,J1014.9-4508,J1014.9-4508,2
1173,J1016.0+0513,J1016.0+0512,J1016.0+0512,J1016.0+0512,J1016.0+0512,2
1175,J1016.1+5555,J1015.6+5553,J1015.6+5553,J1015.6+5553,J1015.6+5553,3
1176,J1016.3-5858,J1016.3-5857,J1016.3-5857,J1016.3-5857,J1016.3-5857,2
1180,J1018.1+1904,J1018.1+1905,J1018.1+1905,J1018.1+1905,J1018.1+1905,2
1182,J1018.3+3542,J1018.4+3540,J1018.4+3540,J1018.4+3540,J1018.4+3540,2
1183,J1018.4-3119,J1018.3-3124,J1018.3-3124,J1018.3-3124,J1018.3-3124,2
1184,J1018.5+0530,J1018.4+0528,J1018.4+0528,J1018.4+0528,J1018.4+0528,2
1185,J1018.8+5913,J1018.8+5913,J1018.8+5913,J1018.8+5913,J1018.8+5913,2
1186,J1018.9-5856,J1018.9-5856,J1018.9-5856,J1018.9-5856,J1018.9-5856,2
1187,J1020.0-5749,J1019.8-5749,J1019.8-5749,J1019.8-5749,J1019.8-5749,2
1188,J1020.0+6323,J1019.7+6321,J1019.7+6321,J1019.7+6321,J1019.7+6321,2
1189,J1021.8+8023,J1021.4+8021,J1021.4+8021,J1021.4+8021,J1021.4+8021,2
1191,J1022.3-4234,J1022.4-4231,J1022.4-4231,J1022.4-4231,J1022.4-4231,3
1192,J1022.8-0113,J1022.7-0112,J1022.7-0112,J1022.7-0112,J1022.7-0112,2
1193,J1023.1+3952,J1023.1+3949,J1023.1+3949,J1023.1+3949,J1023.1+3949,2
1194,J1023.1-5745,J1023.0-5745,J1023.0-5745,J1023.0-5745,J1023.0-5745,2
1195,J1023.1-5745,J1023.0-5745,J1023.0-5745,J1023.3-5747e,J1023.0-5745,3
1196,J1023.1-5745,J1023.0-5745,J1023.3-5747e,J1023.0-5745,J1023.0-5745,3
1197,J1023.1-5745,J1023.0-5745,J1023.3-5747e,J1023.3-5747e,J1023.0-5745,3
1198,J1023.1-5745,J1023.3-5747e,J1023.0-5745,J1023.0-5745,J1023.0-5745,3
1199,J1023.1-5745,J1023.3-5747e,J1023.0-5745,J1023.3-5747e,J1023.0-5745,3
1200,J1023.1-5745,J1023.3-5747e,J1023.3-5747e,J1023.0-5745,J1023.0-5745,3
1201,J1023.1-5745,J1023.3-5747e,J1023.3-5747e,J1023.3-5747e,J1023.0-5745,3
1202,J1023.7+3000,J1023.8+3002,J1023.8+3002,J1023.8+3002,J1023.8+3002,2
1203,J1023.9-4335,J1023.8-4335,J1023.8-4335,J1023.8-4335,J1023.8-4335,2
1207,J1024.6-0718,J1024.5-0719,J1024.5-0719,J1024.5-0719,J1024.5-0719,3
1209,J1025.1+2333,J1024.8+2332,J1024.8+2332,J1024.8+2332,J1024.8+2332,2
1214,J1026.4-8542,J1027.0-8542,J1027.0-8542,J1027.0-8542,J1027.0-8542,2
1215,J1026.5+7423,J1027.2+7427,J1027.2+7427,J1027.2+7427,J1027.2+7427,2
1216,J1026.9-1750,J1026.9-1749,J1026.9-1749,J1026.9-1749,J1026.9-1749,2
1217,J1027.0+0609,J1026.9+0608,J1026.9+0608,J1026.9+0608,J1026.9+0608,2
1218,J1027.7+6316,J1027.6+6317,J1027.6+6317,J1027.6+6317,J1027.6+6317,2
1220,J1028.0+1829,J1027.6+1828,J1027.6+1828,J1027.6+1828,J1027.6+1828,2
1222,J1028.4-5819,J1028.5-5819,J1028.5-5819,J1028.5-5819,J1028.5-5819,2
1223,J1028.5-0235,J1028.4-0234,J1028.4-0234,J1028.4-0234,J1028.4-0234,2
1225,J1030.4-2030,J1030.6-2028,J1030.6-2028,J1030.6-2028,J1030.6-2028,3
1226,J1031.0+7440,J1031.1+7442,J1031.1+7442,J1031.1+7442,J1031.1+7442,3
1227,J1031.2+5053,J1031.3+5053,J1031.3+5053,J1031.3+5053,J1031.3+5053,2
1229,J1031.6+6021,J1031.6+6019,J1031.6+6019,J1031.6+6019,J1031.6+6019,2
1230,J1032.5+6623,J1032.7+6624,J1032.7+6624,J1032.7+6624,J1032.7+6624,2
1231,J1032.7+3735,J1032.6+3737,J1032.6+3737,J1032.6+3737,J1032.6+3737,2
1233,J1033.2+4116,J1033.1+4115,J1033.1+4115,J1033.1+4115,J1033.1+4115,2
1235,J1033.8+6051,J1033.9+6050,J1033.9+6050,J1033.9+6050,J1033.9+6050,2
1237,J1035.2+5545,J1035.3+5541,J1035.3+5541,J1035.3+5541,J1035.3+5541,2
1239,J1036.0-8317,J1036.5-8318,J1036.5-8318,J1036.5-8318,J1036.5-8318,3
1241,J1037.0-2934,J1037.4-2933,J1037.4-2933,J1037.4-2933,J1037.4-2933,2
1244,J1037.5-2821,J1037.7-2822,J1037.7-2822,J1037.7-2822,J1037.7-2822,2
1245,J1037.5+5711,J1037.7+5711,J1037.7+5711,J1037.7+5711,J1037.7+5711,2
1248,J1038.9-5311,J1038.8-5312,J1038.8-5312,J1038.8-5312,J1038.8-5312,3
1251,J1040.4+0615,J1040.5+0617,J1040.5+0617,J1040.5+0617,J1040.5+0617,3
1253,J1040.8+1342,J1041.0+1342,J1041.0+1342,J1041.0+1342,J1041.0+1342,3
1254,J1040.9-1205,J1041.1-1201,J1041.1-1201,J1041.1-1201,J1041.1-1201,2
1255,J1041.8+3901,J1041.7+3902,J1041.7+3902,J1041.7+3902,J1041.7+3902,2
1256,J1042.0-0557,J1041.9-0557,J1041.9-0557,J1041.9-0557,J1041.9-0557,3
1257,J1042.1-4126,J1042.1-4128,J1042.1-4128,J1042.1-4128,J1042.1-4128,3
1258,J1043.1+2407,J1043.2+2408,J1043.2+2408,J1043.2+2408,J1043.2+2408,2
1261,J1044.4+8058,J1044.6+8053,J1044.6+8053,J1044.6+8053,J1044.6+8053,2
1262,J1044.5-5737,J1044.4-5737,J1044.4-5737,J1044.4-5737,J1044.4-5737,2
1263,J1045.1-5941,J1045.1-5940,J1045.1-5940,J1045.1-5940,J1045.1-5940,2
1266,J1045.7-2926,J1045.8-2928,J1045.8-2928,J1045.8-2928,J1045.8-2928,2
1267,J1046.9-2531,J1046.8-2534,J1046.8-2534,J1046.8-2534,J1046.8-2534,2
1269,J1047.6+7240,J1047.7+7238,J1047.7+7238,J1047.7+7238,J1047.7+7238,2
