,3fgl,3fgl_features,3fgl_labels
749,J1829.3-0135c,"[2.4112813472747803, 3.695634541154372, -29.107683339681785, -26.091438546411933, 0.5506841645065415, -0.7744560102225322]",[1]
750,J1829.9-0203c,"[2.3856918811798096, 3.582779461551418, -29.134644501699274, -25.897594575056992, 0.7686655615478367, -0.3857710350916203]",[1]
751,J1830.7-1630,"[2.4390835762023926, 3.891989843137965, -26.744938945994036, -26.53019712120557, -1.974641073089329, -0.8508728431361281]",[1]
752,J1830.8-3136,"[2.1878325939178467, 3.7104224055573454, -29.130291663287085, -27.331647402204776, 0.8832794826877738, -0.7384086483008412]",[1]
753,J1831.6-6503,"[1.9585334062576294, 3.564744930051888, -29.522511935162786, -28.39739613778248, 1.5073090459622067, -0.6747049649973192]",[1]
754,J1831.7-0230,"[2.8546180725097656, 3.4373684406108915, -26.101650750930055, -25.777182288872737, 1.4241447971029033, -0.8989836048435734]",[1]
755,J1831.7-0157c,"[2.5395941734313965, 3.6423015351477535, -28.57494873916062, -25.607070846415553, -2.0265188698539456, -0.8413648120659708]",[1]
756,J1834.8-0630c,"[2.2121224403381348, 3.5841797223554166, -30.24409216843294, -25.844130420575684, 0.2803121959079628, -0.5201161105844366]",[1]
757,J1837.3-2403,"[2.401394844055176, 3.7780408101750194, -27.9121447232182, -27.10937529652866, 0.32989712011804984, -0.8458886753043654]",[1]
758,J1837.6-0717,"[2.0374574661254883, 3.7199413575578246, -31.0996380995191, -25.726430593424457, -0.2622329938537373, -0.8118272916167275]",[1]
759,J1838.1+3827,"[2.7249722480773926, 3.8258074598074847, -26.007428680177043, -27.793009658091062, -0.7582259451572632, -0.8921875112355464]",[1]
760,J1838.9-0646,"[1.9216511249542236, 3.9151941652190265, -30.65841763950697, -25.988371446249754, 0.3019767382803945, 0.3277673384886409]",[1]
761,J1839.3-0552,"[2.5495450496673584, 3.6225887069928953, -26.650941412771296, -25.327443823813564, 2.1736642885131436, -0.7161647052702917]",[1]
762,J1839.9+7646,"[2.552926540374756, 3.699648042590002, -27.711862589146055, -27.997328653926726, -0.03049143875493199, -0.8769494604084478]",[1]
763,J1840.5+6116,"[2.732236862182617, 3.9630217274723423, -26.64619787356334, -27.605646411918155, -0.7804163212517927, -0.8807407837458211]",[1]
764,J1842.2+2742,"[2.1333651542663574, 3.655811132328976, -29.09879862148809, -27.485190803278925, 0.8887111869941808, -0.7667226624855915]",[1]
765,J1843.0-0359c,"[2.5438976287841797, 4.012306744598433, -27.782554278110055, -25.786745401565934, 1.4861995859063, -0.6210694035257089]",[1]
766,J1843.7-0322,"[2.7336184978485107, 4.2573961803723135, -24.655312052470595, -25.75257687668458, 2.0726804317083323, -0.8871864042627424]",[1]
767,J1844.3-0344,"[2.2825231552124023, 3.8018258984237554, -27.851962656929107, -26.075089191215305, 1.7458009949339832, 0.04134108808984392]",[1]
768,J1844.7-1224,"[2.2779133319854736, 3.9595748427333857, -29.752924514049027, -26.608277584687993, -0.3491996823530388, -0.7969538912005399]",[1]
769,J1845.5-2524,"[2.281831741333008, 3.6999921574696595, -27.669721022587428, -27.166975084894244, 0.6381788079829244, -0.8374603868210089]",[1]
770,J1848.4-0141,"[2.585076093673706, 3.9633103832027343, -25.318420701879006, -25.54504146676233, 2.330614829447537, -0.8479875126356313]",[1]
771,J1848.6+3232,"[2.4460947513580322, 5.264144882050999, -26.69440597473542, -26.365089535872, 1.8012112692709445, -0.8193383922032063]",[1]
772,J1849.5-0124c,"[2.2836320400238037, 3.604054973562002, -29.527653188320986, -25.49173800588168, 1.1100801764869581, -0.865767511421525]",[1]
773,J1850.5-0024,"[2.41947603225708, 4.1630684529026265, -27.224168112405803, -25.64944088452204, 1.298667176113763, -0.8402670032852132]",[1]
774,J1851.2+0423,"[2.6713528633117676, 3.8989528081186937, -23.58996478685305, -26.32953372304922, 1.556643412294519, -0.9221841468100415]",[1]
775,J1852.8+0158,"[2.5472729206085205, 3.9984835792032394, -24.987896093973966, -25.7636564222563, 1.1869999430755278, -0.8824024608973374]",[1]
776,J1855.4+0454,"[2.542768716812134, 3.6533297138034566, -26.105076995221104, -25.97295576949241, 0.9082463584548455, -0.8654866078378974]",[1]
777,J1855.6+0753,"[2.6018259525299072, 3.4338126976234946, -25.326897210743525, -26.37048263724916, 0.8299958450812555, -0.899728555362832]",[1]
778,J1856.1-1217,"[2.5889039039611816, 3.9293946628994982, -26.548341964818494, -26.920725646496567, 0.864720934098078, -0.8111788571203528]",[1]
779,J1857.0-7341,"[2.9040427207946777, 3.9138221519841374, -25.236144124768398, -27.635423985548222, -0.22539734172484907, -0.9274445621785843]",[1]
780,J1857.2+0059,"[2.2630648612976074, 4.045430746533013, -27.78138489493274, -25.468670515531183, 1.645447718262692, -0.7807852495159978]",[1]
781,J1857.8+0129c,"[2.342689275741577, 3.7250898795274896, -29.738381007111407, -25.455813368725376, 1.1850956476784327, -0.7960528685692885]",[1]
782,J1857.9+0355,"[2.6871821880340576, 4.017835742731923, -26.79982355882764, -25.860220549612304, 1.7063200718621867, -0.28000985078859814]",[1]
783,J1857.9+0210,"[2.5917632579803467, 3.924296015793905, -26.664719703036013, -25.70164884321704, 1.854955030817234, -0.8615721595810409]",[1]
784,J1857.9+7319,"[2.644200325012207, 3.610745411590411, -26.819127006709824, -27.962828469551695, -0.41841331419200173, -0.804141852919512]",[1]
785,J1857.9+5549,"[2.9611616134643555, 3.6022634790119232, -25.02418987334819, -27.505004812421532, 0.2885044868904557, -0.7724996522726827]",[1]
786,J1858.0-5423,"[2.1192550659179688, 3.6571764326795386, -29.557904858527348, -27.717327777319042, 0.7953873339274412, -0.5837116453441268]",[1]
787,J1859.6+0102,"[2.6649653911590576, 4.228503911123877, -27.316376398671515, -25.81646107254896, 1.4632946257581885, -0.7609526985653465]",[1]
788,J1900.3+0411c,"[2.221728563308716, 3.719816541361069, -29.676830111368165, -25.782498289732477, 0.5812657354593106, -0.7896102852460266]",[1]
789,J1900.8+0337,"[2.6127915382385254, 3.8257687880099116, -23.68089916205224, -25.941512070771743, 1.8891412232921823, -0.8734944827762631]",[1]
790,J1901.1+0728,"[2.737469434738159, 4.013500664481535, -26.736597575180184, -26.071169462496044, 1.6195342486638944, -0.8692840936216146]",[1]
791,J1901.5-0126,"[2.6182117462158203, 4.1004259248574115, -25.079148333602944, -26.570886479973044, 0.4666081699455124, -0.8722968529624818]",[1]
792,J1902.3-3702c,"[2.316495895385742, 3.7228716293534667, -27.82240975021577, -27.366560672411396, 1.1490476553009819, -0.6738474873793566]",[1]
793,J1902.6+0655,"[2.2307350635528564, 3.4852493286186066, -29.86966449104139, -26.04297390565414, 0.5898718176284732, -0.07792404264971889]",[1]
794,J1903.9+0052,"[2.144115686416626, 3.8767260114130133, -30.68219460844671, -26.530524962426025, -3.106146644330631, -0.5519759739346687]",[1]
795,J1904.7-0708,"[2.5870308876037598, 4.060321195897386, -25.857073406419126, -26.890785416390507, -1.8139801059693852, -0.8816200926167141]",[1]
796,J1904.9+0818,"[2.296990156173706, 3.872819912969229, -29.740862165980978, -26.148779389445156, 0.15702714616094668, -0.501869225379444]",[1]
797,J1906.6+0720,"[2.356557846069336, 3.73061210563755, -26.259491907807842, -25.88039605567043, 2.125279203590955, -0.7968580503481599]",[1]
798,J1908.9+1022,"[2.585359811782837, 3.704870019493965, -26.12813208813199, -26.19238832487108, 1.2387872111265594, -0.8518807114912882]",[1]
799,J1911.1-5318,"[2.4525632858276367, 3.6761735716377344, -27.69266364106598, -27.7369206051887, 1.2222444825661725, -0.8856935957770817]",[1]
800,J1911.7+0307,"[2.322223424911499, 3.9692499585519827, -28.634354666217224, -26.71488383611481, -1.5815084236741037, -0.819054976115312]",[1]
801,J1912.7+4610,"[2.387470006942749, 3.7728306525455912, -28.47205994001914, -27.837662815975506, -0.550712533395879, -0.841143738071727]",[1]
802,J1915.2+0954,"[2.6077613830566406, 3.951821038378644, -24.175316309122227, -26.20285294763642, 1.6436006064363615, -0.8416465727678644]",[1]
803,J1917.1-3024,"[2.2369213104248047, 3.8302529677997303, -28.15536046457802, -27.393542359961923, -0.9256553280957887, -0.7950983067785321]",[1]
804,J1919.0+0452,"[2.5962674617767334, 3.7747149589658555, -26.801319661867698, -26.739193442843224, -0.17448200237057168, -0.8046345085755625]",[1]
805,J1919.9+1407,"[2.6945111751556396, 4.215524193786778, -26.842175119041052, -25.95957037801286, 1.405031231936145, -0.8485834353541495]",[1]
806,J1921.2+1506,"[2.5696897506713867, 3.814167688874553, -24.290776175350253, -26.338127779981654, 1.9874442792115719, -0.8764005284970416]",[1]
807,J1921.6+1934,"[2.4935832023620605, 3.7432891966089263, -27.665315446754537, -26.66044888291428, 0.48772814378101365, -0.8815851002280782]",[1]
808,J1922.2+2313,"[1.6248365640640259, 3.77568188307458, -33.499040459939366, -27.43285068195627, 0.45873705039512214, -0.11128090361749136]",[1]
809,J1923.2-7452,"[2.2185771465301514, 3.9284148687759086, -28.730105907090735, -27.666711551810653, 0.42890212997741217, -0.7882360375720063]",[1]
810,J1924.8-1034,"[2.343090295791626, 3.884082335290507, -27.353476619409808, -27.217216361398712, 0.05365483523749889, -0.8581218121937427]",[1]
811,J1925.4+1605,"[2.383178949356079, 3.588633004353274, -26.721945132691427, -26.175518602396682, 0.024512886982922408, -0.8312240426397037]",[1]
812,J1925.4+1727,"[2.246230125427246, 3.8571565528092266, -26.312180999682088, -26.37721049374944, 1.8384248012651785, -0.8046921250011941]",[1]
813,J1925.8-7826,"[2.5087974071502686, 3.7105860082666835, -27.390764510668514, -27.42930193971373, -0.07951987322203208, -0.8857062544774482]",[1]
814,J1928.4+1838,"[2.4155983924865723, 3.7296387635640547, -27.922906140100697, -26.226766999424534, 0.33611580545100694, -0.6466460638119804]",[1]
815,J1928.9+1739,"[2.633268117904663, 3.8683715130708047, -27.297626382315652, -26.2054993611501, 1.6408165017308602, -0.8529785566122496]",[1]
816,J1931.1+1659,"[2.373196601867676, 3.952628008634051, -27.819902513441193, -26.268789981429695, 1.3372610281203472, -0.6906311350047666]",[1]
817,J1934.2+6002,"[2.140348434448242, 3.5744531359887266, -30.305496811423573, -27.961625222254817, -0.144723235701131, -0.7708407494880177]",[1]
818,J1935.2-7924c,"[2.5606138706207275, 3.8125500212475094, -27.24145866782044, -27.29143539939317, 0.6310905978189627, -0.7926513163557021]",[1]
819,J1936.6-4215,"[2.30818510055542, 3.4934856902691585, -28.687419894124734, -27.701693459358975, 1.0045721366418774, -0.8274931924948437]",[1]
820,J1943.8+2518,"[2.353119373321533, 3.700850701936561, -27.85455737860381, -26.609615400599253, -0.24624968381558757, -0.8329675829115795]",[1]
821,J1944.0-0535,"[2.346046209335327, 3.9356802385672482, -29.35113711752495, -27.266150777355296, 0.2594346363487592, -0.7067272246214851]",[1]
822,J1944.1+3919,"[2.1844570636749268, 4.012760822832094, -29.75094026891846, -27.50004175052504, -0.15268107522010882, -0.7950717434296426]",[1]
823,J1944.8+4300,"[2.016129970550537, 3.682516844533517, -31.30683407401564, -27.686505053296546, 0.16100713142675668, 0.009511452664898789]",[1]
824,J1945.3+7329,"[2.543139696121216, 3.6241473310661516, -27.92218251602232, -27.71072500857815, 1.014095297748608, -0.8868304250318484]",[1]
825,J1946.4-5403,"[1.8963062763214111, 3.6809872550896605, -26.35159084344569, -27.710863920699197, 1.9256608885577695, -0.7259081320259417]",[1]
826,J1947.4-1121,"[2.2779924869537354, 3.72373968180421, -28.66320682694812, -27.38841669771443, 1.125912333583794, -0.8662423668537217]",[1]
827,J1947.9-0743,"[2.390254259109497, 3.968947517064304, -27.892298157646017, -27.343366722116073, 0.6426229169537826, -0.8233156699078272]",[1]
828,J1948.1-7059,"[2.580522060394287, 3.5757696321836985, -28.188539551335047, -27.62770560264339, -1.5656543804741603, -0.8498362149675561]",[1]
829,J1949.3+2433,"[2.773186445236206, 3.741709114797656, -26.93908225346649, -26.674569246589225, 1.6108408318434857, -0.8393820780287229]",[1]
830,J1949.5-1454,"[2.3194594383239746, 3.9314866656087077, -28.094275562722217, -27.430211537952143, 1.2094980735499639, -0.6105315240395466]",[1]
831,J1949.6+2355,"[2.294292688369751, 3.4023077955030625, -29.366035513419597, -26.5609909098293, 0.5061929747079739, -0.7708447493438703]",[1]
832,J1949.7-8109,"[2.3254239559173584, 4.084510972728427, -28.600003348827038, -27.428489497721174, 0.6448174128970776, -0.7844482682402554]",[1]
833,J1950.2+1215,"[2.6260316371917725, 3.91487302047446, -25.66567691996447, -27.070204509435456, 1.3450116680853947, -0.9168884645046976]",[1]
834,J1951.3+6909,"[2.6977553367614746, 3.852727146525662, -26.382654545383797, -27.75274974472032, 0.3270305182243597, -0.8619980530146135]",[1]
835,J1951.8-1102,"[2.104773998260498, 3.6073907338801905, -30.627589540857734, -27.394649192786456, 0.7639885977633966, -0.09189712926822229]",[1]
836,J1953.3+3847,"[2.5598127841949463, 3.6322857701309124, -27.358543984777143, -27.0536376693107, 0.8229025320075198, -0.8805965454907467]",[1]
837,J1953.4+7653,"[2.3555235862731934, 3.9649377491433584, -29.23085959585738, -27.78296185665375, -0.25303188593062464, -0.8259757490099]",[1]
838,J1955.7-7019,"[2.2016854286193848, 3.64604481196255, -30.416551428542228, -27.79976025147317, 0.17908240680034027, -0.7416382898878691]",[1]
839,J1957.9-0712,"[2.378793716430664, 3.7048043191294644, -28.299561930640504, -27.448373217321652, -0.26149639223805105, -0.8485540334134196]",[1]
840,J1958.1+2436,"[1.6788126230239868, 3.856053782542874, -33.23365129953355, -27.118577246702902, -2.7322408925471016, -0.19705228402059213]",[1]
841,J1958.1-0243,"[2.7404353618621826, 3.719996086858121, -25.538126943729818, -27.339496356829343, 0.18057355423069554, -0.8991142668326748]",[1]
842,J1958.2-1413,"[2.4146227836608887, 3.470729488974482, -27.777988655580955, -27.45530836937687, 1.319858199638527, -0.7668955070093763]",[1]
843,J1958.6+3844,"[2.6373605728149414, 4.19660139711807, -27.14033016214719, -26.936443166014225, 0.41284215803345176, -0.9026271392168514]",[1]
844,J2004.4+3338,"[2.296311140060425, 3.9178647501056316, -26.299527416602253, -26.605729104464118, 1.2148442953727572, -0.8212505966336014]",[1]
845,J2005.7-8241,"[2.6797797679901123, 4.21246323490545, -26.5862530690481, -27.535433146972114, 0.24746997897095813, -0.901291293824938]",[1]
846,J2006.5-0939,"[2.4369430541992188, 3.504375265034963, -27.86172275612167, -27.553301902604733, 0.9875486575462152, -0.7074248779959192]",[1]
847,J2006.6+0150,"[1.8722081184387207, 3.403392427146009, -31.15875408132606, -27.6073388911064, 1.0385409577859128, 0.2459390878442383]",[1]
848,J2009.2-1458,"[2.6399261951446533, 3.5515669877303253, -26.37371631894609, -27.39344027618748, 1.0810157499184685, -0.9241929238747806]",[1]
849,J2010.0-2120,"[2.0527944564819336, 3.669913831091962, -30.18114115248032, -27.640642387764505, 1.0963462566386102, -0.009037925470347818]",[1]
850,J2011.1+4203,"[2.53597092628479, 3.7122143226985282, -27.426393150178892, -26.782545085341557, 1.3362102970591565, -0.8543770477037983]",[1]
851,J2014.5+5246,"[2.4228744506835938, 3.892437932590279, -29.47176752555976, -27.42080017611822, 0.9163265893855637, -0.5064105437725569]",[1]
852,J2015.3-1431,"[1.770341157913208, 3.4974853796996763, -32.58482766976515, -27.708950675011142, 0.2092492339455623, -0.12709450231687064]",[1]
853,J2017.9+3627,"[2.614499092102051, 3.6853580175976286, -26.020750020053786, -26.192494308850105, 2.53181588385841, -0.6245494745258767]",[1]
854,J2018.6+4213,"[2.2688827514648438, 3.582189268622668, -28.16242101342266, -26.500212179961746, 1.0973672868834479, -0.8158761090063257]",[1]
855,J2022.2-7220,"[1.949418306350708, 3.655284215172534, -31.533055160613504, -28.003278635722264, 1.105080048121771, 0.04954496380325629]",[1]
856,J2023.5+4126,"[2.5399656295776367, 3.890889779838621, -24.30581843302269, -26.441189904353646, 2.1757944973065695, -0.8302641357783033]",[1]
857,J2024.6+0309,"[1.913824439048767, 3.9475304878740554, -30.5821850906785, -27.500714500317326, 0.856485254886128, -0.41611750351257937]",[1]
858,J2024.6+3747,"[2.3880677223205566, 3.9128015109078516, -25.79118613813241, -26.4622946658791, 1.635337380769087, -0.7719431014574873]",[1]
859,J2024.8-2331,"[1.9498870372772217, 3.627868638845554, -30.969298447734793, -27.799278031929727, 0.7884865337030397, 0.17081379003881908]",[1]
860,J2025.1-2858,"[2.1865150928497314, 3.492683829091769, -30.305043511813814, -27.69016031625584, 0.29416788408842137, -0.7552188684368586]",[1]
861,J2026.3+1430,"[2.1590123176574707, 3.886618492463133, -29.22436838104875, -27.594210224373033, 0.7282762355653746, -0.7524262374665832]",[1]
862,J2026.4+4709,"[2.56097149848938, 3.887194610914748, -27.13835605564007, -26.97415297200348, -0.6714706524518195, -0.7956934064595166]",[1]
863,J2026.8+4003,"[2.610917806625366, 4.02044863540932, -24.634589997058825, -26.324458944981238, 1.8442295924275443, -0.47447094008951896]",[1]
864,J2026.8+2813,"[2.1256227493286133, 3.6101450863446427, -26.63287586279686, -27.22861647796403, 1.3673322613522758, -0.858641688940501]",[1]
865,J2028.5+4040c,"[2.187411308288574, 3.8875008418725243, -29.915030715992547, -26.311373831540347, 1.3108829123928147, -0.7943208597247792]",[1]
866,J2028.7+1012,"[2.4534459114074707, 3.383688500806473, -28.88941575856241, -27.46207363512995, -2.1010103518780086, -0.8414468579206202]",[1]
867,J2029.5-4232,"[2.4955501556396484, 3.6856305450348286, -27.044036700852118, -27.692068568324352, 0.9567202848973652, -0.9138213878081043]",[1]
868,J2030.5-1439,"[1.8650038242340088, 3.676122958826694, -32.195633729048275, -27.835516076416873, -0.3727957054542202, -0.5373122212233671]",[1]
869,J2032.5+4032,"[2.7953104972839355, 4.950921378829103, -24.715445004166885, -26.166114953574564, 2.452133118768536, -0.7101357669726444]",[1]
870,J2032.5+3921,"[2.648052215576172, 3.9001814724009463, -26.920734705569558, -26.328476621171884, 1.8865945630384957, -0.7075618152059017]",[1]
871,J2033.3+4348c,"[2.2425448894500732, 3.673381116266636, -30.35358688458874, -26.382791703947714, 0.7360089101170018, -0.10704132447324355]",[1]
872,J2034.4+3833c,"[2.5231189727783203, 4.021102435052675, -24.190264666719113, -26.538262843437906, 1.6345077367348984, -0.7839092178955603]",[1]
873,J2034.6+4302,"[2.6670782566070557, 3.7233147333929355, -25.16986036836654, -26.382995547364683, 1.9612073982943854, -0.8681390586937786]",[1]
874,J2034.6-4202,"[1.9480119943618774, 3.7392076652292134, -30.552375800137664, -27.663478801979224, 0.6915566777369999, -0.19327132240518136]",[1]
875,J2035.0+3634,"[1.8908002376556396, 3.96236596206577, -27.97005036355265, -27.031451147515483, 1.7917593897551922, 0.0046954980455808926]",[1]
876,J2035.6+3146,"[2.67502498626709, 3.815147995653578, -26.847556455480117, -27.045081689054335, 0.1536277593037743, -0.8305540259441736]",[1]
877,J2035.8+4902,"[2.095409870147705, 3.791092292222956, -31.300975466091867, -27.08069029129541, -0.828324743096402, -0.74452386804524]",[1]
878,J2036.8+4234c,"[2.2527246475219727, 3.739637699000699, -29.516091296779194, -26.200629131079385, 1.3486074718581835, -0.8092641108172062]",[1]
879,J2037.4+4132c,"[2.178102731704712, 3.7103130110622993, -29.967350125611333, -26.19921704476254, 0.81361237481353, -0.7371524217952936]",[1]
880,J2038.4+4212,"[2.6963083744049072, 3.821404750831657, -26.789135408994856, -26.06633713751639, 1.9579565243383867, -0.7785322270699998]",[1]
881,J2038.8-3613,"[2.447906970977783, 3.656353633889347, -26.96930826846689, -27.667197625472912, -0.11160817374354422, -0.8436494440379466]",[1]
882,J2039.4+4111,"[2.843832015991211, 3.8153316384591727, -25.34458035509555, -26.257328800849542, 1.9328478112313676, -0.8442318534597945]",[1]
883,J2039.6-5618,"[1.9697624444961548, 3.5437115138468607, -26.530999999894764, -27.30938289957617, 1.629981027352032, -0.7631615170276949]",[1]
884,J2039.7+1237,"[2.0974948406219482, 3.618419095894183, -30.950928767658223, -27.68092752921953, -1.3602255901570752, -0.7909705723303926]",[1]
885,J2041.1+4736,"[2.1398167610168457, 4.030332635807625, -24.922816684887117, -26.779156418697195, 1.7477098523783454, -0.8343931106315731]",[1]
886,J2042.3-5416,"[2.5529985427856445, 3.880196572867539, -27.5970806136232, -27.734601972319698, -0.6779782740822308, -0.8932745379528978]",[1]
887,J2042.4+4209,"[2.6338536739349365, 3.9100803543219262, -26.989544767143414, -26.33511550433013, 1.6351441623448164, -0.8371379638828861]",[1]
888,J2043.1+4350,"[2.4561870098114014, 3.933257063959862, -24.12782181665637, -26.715344929163383, 1.6109816726155126, -0.8617780285216836]",[1]
889,J2043.6+0001,"[1.6896612644195557, 3.728957244781233, -32.490840188763485, -27.709536062351027, 0.8565799144133435, -0.02025356837398396]",[1]
890,J2043.8-4801,"[2.243915319442749, 3.560894588634025, -28.231230327864324, -27.699715438958723, 1.1214247997508113, -0.8101262860324321]",[1]
891,J2044.0+1035,"[2.290846586227417, 4.069326146848597, -29.01581606991045, -27.588384950209775, 0.7770500178479324, -0.7743791148778023]",[1]
892,J2045.6-6838,"[2.3925890922546387, 4.13447252933995, -28.52691542173846, -27.722178473969336, 0.1637288034032592, -0.8528633071995086]",[1]
893,J2046.7-4259,"[2.0109035968780518, 3.736108916448966, -30.580965354009017, -27.80260073224073, 0.34753582837978164, -0.7504694816689426]",[1]
894,J2047.9-3119,"[2.520742177963257, 3.7904246983992302, -27.050243184515697, -27.66983677045714, 0.8287962281656441, -0.7999143392565923]",[1]
895,J2048.8+4436,"[2.4438602924346924, 4.129221490605681, -24.81947160156858, -26.875588398859886, 2.14144478680472, -0.807155680096048]",[1]
896,J2053.1+6027,"[2.6675262451171875, 3.8938741536289116, -25.634651323075047, -27.32646517434581, -0.01950324698981407, -0.859706754454481]",[1]
897,J2053.4-4052,"[2.291149854660034, 3.775803589940073, -28.940059616520777, -27.824111985308324, -0.1614362960043721, -0.8362889293218968]",[1]
898,J2053.9+2922,"[1.543579339981079, 3.828058407184223, -32.62922961595011, -27.338642217963137, 1.240634040013635, 0.5026563702077065]",[1]
899,J2054.3+6907,"[2.458237886428833, 3.589131321489316, -27.641399538792832, -27.643088382875767, 0.4725944282790958, -0.8264979483022163]",[1]
900,J2054.8-4908,"[2.3455164432525635, 3.91412566694246, -29.194260236715028, -27.724476065304486, -1.5785203377935793, -0.8256659934194355]",[1]
901,J2055.6+1609,"[2.4951331615448, 3.6930671266553463, -28.113024153385457, -27.634180265747645, -1.2010568891167774, -0.8324396139132251]",[1]
902,J2056.3-5925,"[2.3014869689941406, 3.6191282944165777, -28.41485117022224, -27.88232659583307, 1.134740284938774, -0.7582718563815529]",[1]
903,J2058.0+4347,"[2.9202380180358887, 3.76311786678249, -22.659725971185278, -26.781395030219127, 0.41741645695492047, -0.7521075032875251]",[1]
904,J2058.3+3729,"[2.9506335258483887, 3.733342669003809, -24.26705454098782, -27.233646223239734, 0.6856467264507137, -0.8351048353124387]",[1]
905,J2059.9+2029,"[2.5761868953704834, 3.551199759698165, -27.485947594787312, -27.520747833427425, -1.6342912544148045, -0.8295245137281555]",[1]
906,J2100.6-7844,"[2.7316246032714844, 4.011634252843491, -26.56355301663151, -27.658778821562574, -0.34229811167297713, -0.8425896190973715]",[1]
907,J2102.8+4704,"[2.0710716247558594, 3.817398800921283, -30.192199045178963, -26.987384956578754, 0.7870826046188633, -0.7254513895958759]",[1]
908,J2103.7-1113,"[1.937874674797058, 3.9134384003786855, -28.14980168616044, -27.747415471214275, 1.4515085110360368, -0.053370031747439026]",[1]
909,J2104.7+2113,"[2.051330089569092, 3.5356437875106845, -31.526409971440213, -27.642817260793517, -2.5930101149499185, -0.40017995571117887]",[1]
910,J2107.1+2248,"[2.4765074253082275, 3.6972490627694303, -27.9478634129215, -27.53065982411266, -0.7154653932817913, -0.8348591751638208]",[1]
911,J2108.1+5202,"[2.500713348388672, 4.046807636926286, -25.40874518748616, -26.70162716192266, -0.11199384128677582, -0.8792218030518276]",[1]
912,J2109.4+1437,"[2.732468843460083, 4.621523846354553, -25.563126606159084, -27.515647383077, -2.9220476489035723, -0.8667673817800583]",[1]
913,J2110.0+0442,"[2.063178300857544, 3.962728129440886, -30.49122906960838, -27.701109620103264, -0.5359983900360257, -0.7262763251572071]",[1]
914,J2110.4+5946,"[2.533834457397461, 3.813864075741323, -27.204189824576257, -27.207656314824487, 0.24456329308961083, -0.6917643980054093]",[1]
915,J2112.5-3044,"[1.6770877838134766, 3.948190090853206, -26.577697435429922, -27.30525586921445, 2.0318642280401717, -0.6693439155054046]",[1]
916,J2114.0+5239,"[2.3857667446136475, 4.04022473559932, -25.967639903369747, -27.11660837115999, 1.410005347283862, -0.08534338971260498]",[1]
917,J2115.2+1215,"[2.161282777786255, 3.7765342191447977, -30.05857354554382, -27.655734481649144, 0.36294106925496256, -0.7757686232084591]",[1]
918,J2116.2+4422,"[2.8866961002349854, 3.701587894243275, -25.64504023761786, -27.071452852150543, 0.8348271531298329, -0.7516631755021879]",[1]
919,J2116.9+1343,"[2.3554763793945312, 3.6116145223558256, -29.244653800742274, -27.636793451919452, -1.796296659894137, -0.8093757218564525]",[1]
920,J2117.6+3725,"[2.0955615043640137, 3.9108540332617676, -25.61146718036515, -27.358089754757508, 1.4830652179244368, -0.8296449445980769]",[1]
921,J2118.3+5751,"[2.4833552837371826, 3.9811042010580255, -27.836725971991697, -27.11871533344186, -0.3234336209125751, -0.8471116677666488]",[1]
922,J2120.4-1256,"[2.5725128650665283, 4.195425072947367, -26.714879151653612, -27.70938162187934, 0.6538658118806313, -0.8988742926947125]",[1]
923,J2121.5-8253,"[2.5802371501922607, 3.6662993908524384, -27.769279637516835, -27.443986672820422, -2.8622590288136474, -0.8556968363038816]",[1]
924,J2125.8+5832,"[2.4230713844299316, 4.076064144612125, -26.139568846846117, -27.53189878818488, 1.388979756161303, -0.7591656709257018]",[1]
925,J2127.1-5615,"[2.5041589736938477, 3.7442449274440053, -28.152568354395807, -27.78085496524767, -3.035440862428406, -0.8568961651238014]",[1]
926,J2127.5-6001,"[1.9506174325942993, 3.3996951068599044, -31.930176040391895, -28.04144738217255, -0.7376386893815079, -0.7179632580792277]",[1]
927,J2130.4-4237,"[2.5613784790039062, 5.395594549187359, -26.44939106579698, -27.660625719914545, 0.8837417591032996, -0.9072373400687322]",[1]
928,J2131.1-6625,"[2.4475181102752686, 3.957688378783053, -27.07021973204571, -27.832200634404273, 1.159715054475415, -0.8630031908976721]",[1]
929,J2131.5+2605,"[2.2698848247528076, 3.619074710364406, -29.639678803923815, -27.513898702020423, -0.43124687622089874, -0.05495992964111893]",[1]
930,J2133.0-6433,"[2.3177871704101562, 3.9075632310413813, -28.448460435130656, -28.03746967625779, 1.567137663791156, -0.7759286820493476]",[1]
931,J2133.6+2821,"[2.6234312057495117, 3.8303806290231135, -27.499450530701935, -27.607747893918358, -1.0906831601137752, -0.8140284333098396]",[1]
932,J2134.5-2131,"[2.1337928771972656, 3.8307193241776223, -28.704137730021678, -27.65787185195196, -1.6215005791967372, -0.7214350666460243]",[1]
933,J2135.6+5742,"[2.5942156314849854, 3.895073763375549, -26.696816846571064, -27.07000663658649, -0.06023951958740837, -0.7411359448730058]",[1]
934,J2138.2-4939,"[2.4175610542297363, 3.9302301912169995, -29.06072428251848, -27.55893506687181, 0.5914415308003168, -0.8922651934442589]",[1]
935,J2139.5+3919,"[2.689281702041626, 3.771375111631869, -25.94676356431249, -27.49069195188335, 1.0403718791055347, -0.8336851167790105]",[1]
936,J2142.6-2029,"[1.522268295288086, 3.3545899208656125, -34.22229996194145, -27.806740951568088, 0.6451367731884846, -0.5442673018466312]",[1]
937,J2142.7+1957,"[2.0091686248779297, 3.62786144176011, -31.970186742952983, -27.864369384209038, -0.5754859047370507, -0.6735571109508539]",[1]
